Protein	lme	hclust	IHS
KLF12	KLF12	0.0536957892822596	0.961692583438761	0.227241814626269
KLF13	KLF13	0.0311253442610586	0.961695701886707	0.173011877614238
KLF15	KLF15	0.033822406740465	0.961745756275142	0.180356746892524
KLF16	KLF16	0.0350521440581963	0.961569207838871	0.183589385300714
KLF2	KLF2	0.163078841660395	0.961735903997396	0.39602875805566
KLF3	KLF3	0.0761463274475558	0.961874616161425	0.270634845291067
KLF4	KLF4	0.0507632469205832	0.961620802164472	0.220941155569179
KLF5	KLF5	0.0266788868645611	0.961814782076296	0.160187851460952
KLF6	KLF6	0.0786303746584378	0.961826515277524	0.275006871282685
KLF7	KLF7	0.10172305664231	0.961516471879627	0.312743336510189
KLF8	KLF8	0.0348597734865524	0.961578736704466	0.183085818541478
KLF9	KLF9	0.023472287795282	0.9615451698739	0.150232037047507
KLHL12	KLHL12	0.0819115991144433	0.96152586786095	0.280642337195216
KLHL31	KLHL31	0.045132834174354	0.961548549837882	0.208320453269533
KLHL41	KLHL41	0.078539726027768	0.961835908126108	0.274849647458195
KLHL7	KLHL7	0.0997438796278542	0.961634693443049	0.309704980761937
KLK6	KLK6	0.196568992724783	0.961615187035612	0.434768592132003
KLKB1	KLKB1	0.0382237437355219	0.961673410005671	0.191725736356187
KLRB1	KLRB1	0.27765359383529	0.961964059836326	0.5168101956753
KLRC1	KLRC1	0.0509730122614437	0.961644200745632	0.221399868192719
KLRC2	KLRC2	0.124578229295223	0.961917832849317	0.346170507617079
KLRC3	KLRC3	0.304702867337375	0.961528273612183	0.541276659385557
KLRD1	KLRD1	0.192969391278734	0.961739547677146	0.430797278408236
KLRF1	KLRF1	0.26086203302599	0.961706709531622	0.500872007026899
KLRG1	KLRG1	0.135640064845239	0.961673616668251	0.361166819800541
KLRK1	KLRK1	0.268309682702736	0.961667951371177	0.50796143839645
KMT2A	KMT2A	0.0656234363339765	0.961570543253929	0.25120024547331
KMT2B	KMT2B	0.103798422868799	0.962057491488543	0.31600640867809
KMT2C	KMT2C	0.119498732879268	0.961629514677876	0.338988950414777
KMT2D	KMT2D	0.129081021883264	0.961974380353729	0.352381378681649
KMT2E	KMT2E	0.110661382485648	0.96149875328892	0.326191326213894
KNDC1	KNDC1	0.0364159537962684	0.961463047006555	0.18711652491592
KNG1	KNG1	0.0177742772896052	0.961776872205332	0.130747423750171
KNTC1	KNTC1	0.0749568028183499	0.961728346951563	0.268492238374345
KRAS	KRAS	0.0920282854464967	0.961809577635473	0.297512497814481
KRBA2	KRBA2	0.139938741747793	0.961582816603323	0.366827874406741
KRBOX4	KRBOX4	0.0358416829110265	0.961836840708217	0.185671352278178
KREMEN1	KREMEN1	0.0350847940572088	0.961914887265108	0.183707881486504
KREMEN2	KREMEN2	0.034585572913403	0.96189943806815	0.182394745403116
KRIT1	KRIT1	0.092357384013837	0.961976449990056	0.298069838131937
KRT1	KRT1	0.0320938120826744	0.961851473876666	0.175697127051188
KRT17	KRT17	0.0384653225202116	0.961589938758645	0.192322300128045
KRT19	KRT19	0.0118613026921034	0.961807697221707	0.106809607378464
KRT5	KRT5	0.301215556062867	0.962166936344344	0.53834900274475
KSR1	KSR1	0.0413297290359298	0.961788829483523	0.199375203353722
KSR2	KSR2	0.0375415030019903	0.961853852878809	0.190024838653598
L1CAM	L1CAM	0.0619996480365747	0.961655522394364	0.244176788251625
L3MBTL1	L3MBTL1	0.0358899800376887	0.961497454496228	0.185763625201917
L3MBTL2	L3MBTL2	0.031916397087308	0.961960557559928	0.175220761148361
L3MBTL3	L3MBTL3	0.0637992622081766	0.962050340999707	0.247746043284057
L3MBTL4	L3MBTL4	0.0281449054139639	0.961834222376513	0.164531860782951
LAG3	LAG3	0.0338354092999246	0.962043750115312	0.180419356083503
LAIR1	LAIR1	0.213825243760147	0.961400812264677	0.453400223901244
LAMP1	LAMP1	0.0231832311237054	0.961880909454362	0.149330195999873
LAMP2	LAMP2	0.040892826811389	0.961775409360978	0.198317208649303
LAMP5	LAMP5	0.178207241558078	0.961901214468805	0.414026281873326
LAMTOR1	LAMTOR1	0.0223296260148764	0.961903475208824	0.146556967981133
LAMTOR3	LAMTOR3	0.106438610261104	0.961856219427415	0.319966622113703
LANCL1	LANCL1	0.113705812910064	0.962030292745761	0.330739227308712
LANCL2	LANCL2	0.0345241121037319	0.961658604911951	0.182209795240263
LASP1	LASP1	0.150765156908589	0.961680232774401	0.380772729052542
LAT	LAT	0.0870286214958095	0.961809480404243	0.289318083121643
LAT2	LAT2	0.188987842146143	0.961863543727008	0.426357262830141
LATS1	LATS1	0.0826579281270853	0.961585226074854	0.281926661571697
LATS2	LATS2	0.0624387356577919	0.961506645105638	0.245020936344144
LAX1	LAX1	0.116770736478909	0.961670273290564	0.335104380845749
LBH	LBH	0.169173420120074	0.961765327574115	0.403367239396826
LBP	LBP	0.0335418864300973	0.961414147924562	0.179576290645437
LBX2	LBX2	0.0501236900030892	0.962129258199276	0.219602979672141
LCK	LCK	0.207480866105554	0.961806310953542	0.446717367495857
LCORL	LCORL	0.147449235345841	0.961788724769561	0.376583340087587
LCP1	LCP1	0.114209351643457	0.961974437907131	0.331461124192495
LCP2	LCP2	0.276535240906207	0.962001504301038	0.515778361066089
LCT	LCT	0.245334557672193	0.961809232190759	0.485762331335553
LDB1	LDB1	0.0399888328893847	0.961723283541434	0.196107602278363
LDB2	LDB2	0.114388608125057	0.961759848556224	0.331684142561733
LDLRAD3	LDLRAD3	0.126471432499843	0.961799645612186	0.348769521257828
LDLRAP1	LDLRAP1	0.0347608220614037	0.961580268085487	0.182825929771126
LECT2	LECT2	0.0115943703520387	0.961823867254956	0.10560180931397
LEF1	LEF1	0.0417496987898218	0.962026890937472	0.200410411217452
LEMD3	LEMD3	0.109433431081898	0.961911042573915	0.324446029077918
LEO1	LEO1	0.033727698861914	0.96163711796534	0.180093884208137
LEPR	LEPR	0.113422324725443	0.961845490089529	0.330294946241442
LGALS1	LGALS1	0.0950031812184048	0.961651691186356	0.302258117983228
LGALS3	LGALS3	0.0381440035252217	0.961665136009427	0.191524824338848
LGALS3BP	LGALS3BP	0.209898420023786	0.961945123511471	0.4493448136728
LGALS4	LGALS4	0.0675167876798622	0.961835505848257	0.254833364439018
LGALS9	LGALS9	0.257929774557541	0.96186159475461	0.498089092723996
LGR4	LGR4	0.165921690823749	0.96169562163119	0.399457336393818
LGR5	LGR5	0.0277934239996393	0.961943282487268	0.163510542515684
LGR6	LGR6	0.046934789244265	0.961533767803087	0.212436778226092
LGSN	LGSN	0.0667887574266708	0.961512683951192	0.253413175291032
LHB	LHB	0.133896248273106	0.961581976520623	0.358820594535973
LHX2	LHX2	0.0867481308237359	0.961743097289729	0.288841506751565
LHX3	LHX3	0.0547505462498809	0.962103439692048	0.229511849088514
LHX4	LHX4	0.0917147237433681	0.961763019614544	0.296998029708171
LHX6	LHX6	0.208840878034198	0.961829463962228	0.448184459539857
LHX9	LHX9	0.0213910893096417	0.961967086526448	0.143448680233814
LIF	LIF	0.104588361174347	0.961996494543866	0.317196527124447
LIFR	LIFR	0.100487857359117	0.961792741109875	0.310883405439536
LIG4	LIG4	0.0950288264672372	0.961877449915524	0.302334393132457
LILRA1	LILRA1	0.17349054488414	0.961973018961957	0.408525670213698
LILRA2	LILRA2	0.23610023732551	0.961840982958848	0.476540537988098
LILRB1	LILRB1	0.272032639335118	0.96175325053681	0.511496114484418
LILRB2	LILRB2	0.261981695770512	0.961837663643579	0.501979942006942
LILRB3	LILRB3	0.23614463017721	0.962038590120146	0.476634290709477
LILRB4	LILRB4	0.296099609786532	0.961595383359647	0.533599117114452
LILRB5	LILRB5	0.210078982251741	0.962251833747704	0.449609703969553
LIMA1	LIMA1	0.0755058553291591	0.961469769666295	0.26943755738906
LIMD1	LIMD1	0.03852101756698	0.961792793495698	0.192481783797955
LIME1	LIME1	0.0449650756466258	0.961778354488794	0.207957775677843
LIMK1	LIMK1	0.0189358412649514	0.961790301679268	0.134952986194335
LIMS1	LIMS1	0.0755567497951828	0.962449684045402	0.269665663308978
LIMS2	LIMS2	0.303331091072344	0.961752400314106	0.540119806088171
LIN28A	LIN28A	0.12792907248031	0.961965841411734	0.350803930778353
LIN28B	LIN28B	0.0144251583310433	0.96174816804734	0.117785269022377
LIN54	LIN54	0.13429058670359	0.961786362761548	0.35938677624359
LIN7A	LIN7A	0.0507508235205028	0.961799310175826	0.220934621670925
LIN7B	LIN7B	0.0440851135531633	0.961735475962083	0.205908274884459
LIN7C	LIN7C	0.0677583072825277	0.961801873426723	0.255284286403528
LINGO1	LINGO1	0.0283739826410831	0.961608521631745	0.165180699539313
LIPH	LIPH	0.0638741374303685	0.961808969536178	0.247860279798751
LITAF	LITAF	0.0567728553545086	0.961726217344319	0.233666307857867
LLGL1	LLGL1	0.0170811959533407	0.961759661848432	0.128171780217222
LLGL2	LLGL2	0.108927854042114	0.961756238790274	0.323669651346924
LMBR1L	LMBR1L	0.0348544950167198	0.961741690043895	0.183087468011895
LMBRD1	LMBRD1	0.0437985952689071	0.961595493080187	0.205223126898077
LMCD1	LMCD1	0.025529185338824	0.962206322571253	0.156730161561551
LMO2	LMO2	0.191819207422783	0.962391958957167	0.429657145637336
LMO3	LMO3	0.139627831074033	0.961729385042031	0.366448070145802
LMO4	LMO4	0.0384271868828831	0.961519652837626	0.192219914137834
LMX1A	LMX1A	0.0549459465810025	0.961581048159792	0.229858610683812
LMX1B	LMX1B	0.112711305201967	0.961928571802457	0.329272265517336
LNPEP	LNPEP	0.160454943737673	0.961566010039502	0.392795137496568
LOXL2	LOXL2	0.218292701426609	0.9616170440014	0.458163706848258
LPAR1	LPAR1	0.328869436246575	0.961958964291762	0.562457911562253
LPAR2	LPAR2	0.0644263546118919	0.961819379042423	0.248930746166031
LPAR3	LPAR3	0.0170901163336688	0.962072758901238	0.128226110332786
LPAR4	LPAR4	0.116333088334797	0.962081133235765	0.334547260425127
LPAR5	LPAR5	0.118196786461951	0.96154505529399	0.33712243410092
LPAR6	LPAR6	0.23958098525907	0.961652059461157	0.479993278996819
LPIN2	LPIN2	0.0348292180596693	0.961752342809946	0.183022080818478
LPL	LPL	0.118875401377559	0.961469341990374	0.338075515146133
LPP	LPP	0.165592485696525	0.961745673156749	0.399071242544365
LPXN	LPXN	0.11857748037778	0.962090854027105	0.337760727979203
LRBA	LRBA	0.140579996425432	0.96155260650157	0.367661613423071
LRCH4	LRCH4	0.0270404706082025	0.962080403824605	0.161291992616952
LRIG2	LRIG2	0.0707740469928054	0.961733376975905	0.260894160947772
LRIG3	LRIG3	0.0651608002260421	0.961655909414597	0.250324326823338
LRP1	LRP1	0.0424578201349411	0.96156080134686	0.202053892693001
LRP11	LRP11	0.0962671302567577	0.96170946454921	0.30427127746949
LRP12	LRP12	0.0128398163153691	0.962000449049499	0.111139142794509
LRP2	LRP2	0.011305485576428	0.961860899208439	0.104279933460523
LRP5	LRP5	0.0336238861608035	0.962015718098111	0.179851902937485
LRP6	LRP6	0.0606943915296905	0.961288401702586	0.2415467131341
LRP8	LRP8	0.0975338622995735	0.961678929405391	0.306261751247241
LRPAP1	LRPAP1	0.205060172261183	0.961769035725643	0.444095174643198
LRPPRC	LRPPRC	0.0470049630181612	0.961727794897006	0.212616978232387
LRRC52	LRRC52	0.100192809933582	0.96197645926174	0.310456316642763
LRRC55	LRRC55	0.170581277913027	0.961696408284958	0.405027656203396
LRRC8A	LRRC8A	0.091358768298225	0.961715744358102	0.296413842216531
LRRC8B	LRRC8B	0.068609902437945	0.961587266417443	0.256854839421941
LRRC8C	LRRC8C	0.16617683006384	0.961502202723629	0.399724140061634
LRRC8D	LRRC8D	0.184249241569866	0.961915125811043	0.420989468259323
LRRC8E	LRRC8E	0.050101608315144	0.961626433975809	0.219497223081625
LRRD1	LRRD1	0.319794182550253	0.961834446409066	0.554607122689623
LRRFIP1	LRRFIP1	0.075372089047009	0.961398078802996	0.269188747174102
LRRFIP2	LRRFIP2	0.0636869711805801	0.961858707663322	0.247503268250631
LRRK1	LRRK1	0.167884992748716	0.961577187118475	0.401788973326442
LRRK2	LRRK2	0.0434637578403613	0.961789495106153	0.204457784661522
LRRN2	LRRN2	0.015861395249933	0.962073131209404	0.123530652849619
LRRN3	LRRN3	0.0378456406056431	0.962074708397646	0.190814919882582
LSAMP	LSAMP	0.113270050641946	0.961574804973725	0.330026706276012
LSP1	LSP1	0.291257671155908	0.962268541486843	0.529403527018899
LSR	LSR	0.101377711330669	0.961723409492632	0.31224560555353
LTA	LTA	0.187290181615561	0.961773960075224	0.424418213152553
LTB	LTB	0.085553396845076	0.961654530519075	0.286832375573895
LTB4R	LTB4R	0.0358340924846202	0.961861719038039	0.185654091787455
LTB4R2	LTB4R2	0.0247394982119673	0.961767494146363	0.154251888811003
LTBR	LTBR	0.048472414402776	0.961771561487086	0.215915237278908
LTK	LTK	0.0956567826815991	0.961792291543965	0.303318242473245
LY6E	LY6E	0.0170579114633808	0.962176584737697	0.128112150066236
LY6G6C	LY6G6C	0.197861428247378	0.962047910815129	0.436293678244698
LY6H	LY6H	0.204102705495106	0.961746571821092	0.443052002940206
LY6K	LY6K	0.0542921054594069	0.961617043690721	0.228491168204856
LY86	LY86	0.278617252896935	0.961885468370819	0.517685123215802
LY96	LY96	0.0626580099474852	0.961786098357317	0.24548646178196
LYL1	LYL1	0.249928162601164	0.961751443971135	0.490274179690021
LYN	LYN	0.0524112357073187	0.96176474509078	0.224515653685756
LYNX1	LYNX1	0.0358686270152998	0.961673392718901	0.185725346234627
LYPD1	LYPD1	0.017051137628601	0.961804941122501	0.128061971025548
LYPD4	LYPD4	0.185649156349931	0.961660596054939	0.422529854983729
LYPD5	LYPD5	0.176218679184858	0.961736219653236	0.411674490770963
LYPD6B	LYPD6B	0.161480592643469	0.961211680824825	0.393975928040556
LYPD8	LYPD8	0.137257921329543	0.961603370742178	0.363301086994731
LYVE1	LYVE1	0.0563305426417285	0.961703055126508	0.232751487547307
LZTFL1	LZTFL1	0.0200068764842612	0.961828474226337	0.138719802057571
LZTR1	LZTR1	0.0275149239180226	0.961480180949186	0.162650096918211
LZTS1	LZTS1	0.173781782793606	0.961702505821388	0.408810929377774
LZTS2	LZTS2	0.0159749081420031	0.961564008561944	0.123939084672404
M6PR	M6PR	0.176461451968083	0.961865413379751	0.411985639850312
MACC1	MACC1	0.201942666588198	0.962120759546019	0.440787059431859
MACF1	MACF1	0.156865401858222	0.962195999653575	0.3885038766242
MADCAM1	MADCAM1	0.0981117613919758	0.961872255173702	0.307198602192725
MADD	MADD	0.111173683424051	0.96200500037337	0.32703155713763
MAEL	MAEL	0.0532114576590042	0.96166546540608	0.226211452394838
MAF	MAF	0.0521499583451849	0.961922052663612	0.223973647953776
MAF1	MAF1	0.0167518470504316	0.96167543634765	0.126924543811876
MAFA	MAFA	0.0522919067083373	0.962022213893592	0.224289937046386
MAFB	MAFB	0.13079070172419	0.961747542076553	0.354665526813231
MAFF	MAFF	0.108799293550298	0.961529550251126	0.323440467157495
MAFG	MAFG	0.0453967675079356	0.961849500113052	0.208961379528027
MAFK	MAFK	0.038437841670744	0.961786249280972	0.192273210747001
MAG	MAG	0.177358477763157	0.961760692237244	0.413008973688995
MAGEA1	MAGEA1	0.025839269165605	0.961440612436488	0.157616378500112
MAGED1	MAGED1	0.0226084916502661	0.961685097589346	0.147452533037022
MAGEE1	MAGEE1	0.0259365274593878	0.961331881830911	0.157903802204673
MAGI1	MAGI1	0.0165290196388897	0.962069448315245	0.126103389348496
MAGI2	MAGI2	0.0712748808577306	0.961440093629603	0.261775721038631
MAGI3	MAGI3	0.107427570225992	0.96186439141379	0.321451014085329
MAGT1	MAGT1	0.0848281670680755	0.961509493284737	0.285592520794747
MAK	MAK	0.0537564814016811	0.96193240549642	0.227398552030884
MALL	MALL	0.171721032231089	0.961953564836006	0.406432846989531
MALT1	MALT1	0.0422933280635927	0.961888849980629	0.201696506397465
MAML1	MAML1	0.133049653867453	0.96193572542384	0.357750213571396
MAML2	MAML2	0.0426266301185386	0.961601535736424	0.202459460103141
MAML3	MAML3	0.0976383515605281	0.961828677861865	0.306449615092065
MAMLD1	MAMLD1	0.0231842020627283	0.961743857143977	0.149322683864889
MAMSTR	MAMSTR	0.015061027018363	0.961795866036903	0.12035627746209
MAP1B	MAP1B	0.212089496434825	0.961763526322353	0.451641386486103
MAP2K1	MAP2K1	0.0394702148251646	0.961779630289618	0.19483749285494
MAP2K2	MAP2K2	0.0358256270332589	0.961982213898819	0.185643787959004
MAP2K3	MAP2K3	0.17016530437029	0.962111376999458	0.404620779626098
MAP2K4	MAP2K4	0.0530862425984538	0.961581656844429	0.225935294085423
MAP2K5	MAP2K5	0.0305209435814327	0.961529033226266	0.171308999690642
MAP2K6	MAP2K6	0.0485598266199115	0.961661602540442	0.216097479592868
MAP2K7	MAP2K7	0.15269836699127	0.962029797292813	0.38327585241384
MAP3K1	MAP3K1	0.144973709312825	0.961814482245181	0.373413729209141
MAP3K10	MAP3K10	0.287970046287136	0.962066479075672	0.526351905582874
MAP3K11	MAP3K11	0.012919830289436	0.961911481917316	0.111479743002178
MAP3K12	MAP3K12	0.0383875159155051	0.961822668256007	0.192150938029381
MAP3K13	MAP3K13	0.0293167667719419	0.961715674963882	0.167911864214048
MAP3K14	MAP3K14	0.0833821075654391	0.961666710960605	0.283170968030657
MAP3K15	MAP3K15	0.022066281902223	0.961780493540468	0.145680882405768
MAP3K19	MAP3K19	0.161267031667906	0.961671119370879	0.393809404232167
MAP3K2	MAP3K2	0.0660568030263713	0.961296338182495	0.25199238651454
MAP3K3	MAP3K3	0.0225745560716373	0.961557833557692	0.147332078074567
MAP3K4	MAP3K4	0.0309797306922665	0.961745420019876	0.172611164490413
MAP3K5	MAP3K5	0.0149983139016633	0.961880095494173	0.120110697308705
MAP3K6	MAP3K6	0.0533369644362612	0.961758667022065	0.226489045693654
MAP3K7	MAP3K7	0.0583934101970898	0.96177265460029	0.236983512372525
MAP3K8	MAP3K8	0.0523102135634735	0.96196210505827	0.224322186052933
MAP3K9	MAP3K9	0.284331158336223	0.961611399695226	0.522892037752211
MAP4	MAP4	0.0434405150373801	0.962015724532419	0.204427147286623
MAP4K1	MAP4K1	0.236866298405565	0.9621742748802	0.477395704748097
MAP4K2	MAP4K2	0.0270278690910176	0.962289600440915	0.16127193602225
MAP4K3	MAP4K3	0.130791939716017	0.961632868423862	0.354646060398017
MAP4K4	MAP4K4	0.0491096162398938	0.961948822295464	0.217349804475063
MAP4K5	MAP4K5	0.132794756586454	0.961758404705792	0.357374416051124
MAPK1	MAPK1	0.0464898780850276	0.961540318184394	0.211428219890891
MAPK10	MAPK10	0.0334313162936274	0.961692570923145	0.179306019184419
MAPK11	MAPK11	0.0267408856754091	0.961692073346317	0.160363642351691
MAPK12	MAPK12	0.030223184513501	0.961911659581966	0.170505230339816
MAPK13	MAPK13	0.0184307043197661	0.961779546856086	0.133140055764233
MAPK14	MAPK14	0.0572246924902591	0.962227106161373	0.234655386164214
MAPK15	MAPK15	0.0379926065419642	0.961819258519048	0.191159673188144
MAPK3	MAPK3	0.021170329792496	0.961975268019664	0.142707160563866
MAPK4	MAPK4	0.0369316737614972	0.961794025486578	0.188469263210284
MAPK6	MAPK6	0.0971466769588592	0.961506688183365	0.305625881807696
MAPK7	MAPK7	0.0163455411312661	0.961697136240804	0.125377271051195
MAPK8	MAPK8	0.161781877365456	0.961264133972593	0.394354049349269
MAPK8IP1	MAPK8IP1	0.135559730152116	0.961506927497032	0.361028557915974
MAPK8IP2	MAPK8IP2	0.0776345837881165	0.961774370434139	0.273252544263969
MAPK8IP3	MAPK8IP3	0.055059833071345	0.961771962165539	0.230119542172182
MAPK9	MAPK9	0.0785277480649522	0.961774079908486	0.274819854891263
MAPKAP1	MAPKAP1	0.0539509963318504	0.961735193974395	0.227786241731857
MAPKAPK2	MAPKAPK2	0.029059410530447	0.962035766771526	0.167201053500231
MAPKAPK3	MAPKAPK3	0.0160779767752097	0.96143426818268	0.124329875069236
MAPKAPK5	MAPKAPK5	0.0491776399032139	0.961690889016746	0.217471120469517
MAPRE2	MAPRE2	0.0596789283677882	0.961672094248621	0.2395653564812
MAPRE3	MAPRE3	0.0542709387591579	0.96180406361668	0.2284688369009
MAPT	MAPT	0.0317491040135934	0.961781388449697	0.174744663266801
MARCKS	MARCKS	0.0432507243031702	0.961810525978229	0.203958333712971
MARCKSL1	MARCKSL1	0.0344712539200582	0.961978546410885	0.182100540194087
MARCO	MARCO	0.0733835079008068	0.961670386100154	0.265651550675603
MARK1	MARK1	0.025448378206641	0.961689452431987	0.156439882711624
MARK2	MARK2	0.0312127249439586	0.961831562926918	0.173266800097583
MARK3	MARK3	0.0633500132446163	0.961683028106427	0.246825105221622
MARVELD1	MARVELD1	0.0925434161875992	0.961699824225184	0.29832698014228
MAS1L	MAS1L	0.0765013683330689	0.961885334788423	0.271266555791212
MAST1	MAST1	0.0425264443418632	0.962053210862582	0.202268886202645
MAST2	MAST2	0.0236280151799815	0.961559363519977	0.150730684459745
MATK	MATK	0.169416427406928	0.961212459802502	0.403540804527578
MAVS	MAVS	0.0139217494515534	0.961956722776075	0.11572432967067
MAX	MAX	0.0635772200876313	0.961405890082264	0.247231700773394
MAZ	MAZ	0.0361573648773456	0.961605276810578	0.186464776463602
MBD1	MBD1	0.0896381951949913	0.961897633536103	0.293637136330726
MBD2	MBD2	0.0683793135080755	0.961748706592932	0.256444372767476
MBD3	MBD3	0.032092817729027	0.961950144325775	0.175703416717656
MBD4	MBD4	0.0670391077754012	0.962030904778815	0.253956085787944
MBIP	MBIP	0.0723927129778413	0.961697558171531	0.263855822941626
MBP	MBP	0.0629748232620456	0.961741587070367	0.246100602334727
MBTD1	MBTD1	0.0867312664863582	0.96159321986779	0.288790924032991
MC1R	MC1R	0.030644226992739	0.96193400834949	0.171690780486015
MCC	MCC	0.035560807371281	0.961784238300556	0.18493735163817
MCF2	MCF2	0.015847157666849	0.96192043669084	0.123465399295527
MCF2L	MCF2L	0.0336111676134493	0.961736629153809	0.179791799152471
MCF2L2	MCF2L2	0.0186933754023065	0.961875114122147	0.134092104907118
MCHR1	MCHR1	0.0246404162269469	0.961769820331991	0.153942874753904
MCHR2	MCHR2	0.08428032623334	0.96190487197429	0.284727336965442
MCM2	MCM2	0.0258851311330667	0.961910922989195	0.1577947729803
MCM3	MCM3	0.0280497848253362	0.962040203342859	0.164271180360676
MCM4	MCM4	0.0327311651116908	0.961485621479437	0.177399392978556
MCM5	MCM5	0.0293189715437573	0.961714681351159	0.167918091269965
MCM6	MCM6	0.0306570191678279	0.961835420413368	0.171717811888891
MCM7	MCM7	0.0298553257069742	0.961420406455553	0.169421130252581
MCM8	MCM8	0.067324904548025	0.961610208064311	0.254441182732545
MCMBP	MCMBP	0.150687153156329	0.961394769479006	0.380617709614486
MCOLN1	MCOLN1	0.047191263414935	0.961553522417477	0.213018603797795
MCOLN2	MCOLN2	0.0894583490373874	0.961452051800681	0.293274467406724
MCOLN3	MCOLN3	0.0154651737973695	0.962061287210869	0.121977231524728
MCTP1	MCTP1	0.10127357841871	0.961766682452081	0.312092219601536
MCTP2	MCTP2	0.0340436345886521	0.962042516023818	0.180973544680603
MCTS1	MCTS1	0.0453210875290872	0.961667856693839	0.208767413901526
MDC1	MDC1	0.0776370658578849	0.962041935613085	0.273294919662331
MDFI	MDFI	0.136696486191669	0.961855809185462	0.362604894256403
MDFIC	MDFIC	0.0351445987985129	0.961773371090956	0.183850861466801
MDGA1	MDGA1	0.0131685182175711	0.961771322430659	0.112539340590594
MDGA2	MDGA2	0.00894466334575222	0.961464738767849	0.0927360685337157
MDH2	MDH2	0.0726838896831584	0.961909133439021	0.264415009672492
MDM2	MDM2	0.0272775535374682	0.961848717973846	0.161978022890381
MDM4	MDM4	0.0692293610524109	0.961891772590068	0.258052616374997
MEAF6	MEAF6	0.0427089660538803	0.961528766932842	0.202647229111982
MECOM	MECOM	0.120326152016678	0.961839126125221	0.340197590975791
MECP2	MECP2	0.0521656876271609	0.961780747911261	0.223990968704892
MED1	MED1	0.107078963061704	0.961784728410419	0.32091573879567
MED10	MED10	0.012675003425533	0.962096052945047	0.110429030452912
MED11	MED11	0.050972255316367	0.961566742930019	0.221389307610725
MED12	MED12	0.0854361244865899	0.961427493044817	0.286601882374501
MED12L	MED12L	0.0259247240628048	0.961713824461308	0.157899225857963
MED13	MED13	0.099203094064435	0.961509270483852	0.308844126710604
MED13L	MED13L	0.135145225962298	0.961945410832903	0.360558358536324
MED14	MED14	0.110068160716136	0.961795683311781	0.325366073595338
MED15	MED15	0.0226445610651427	0.961557554531089	0.147560322448918
MED16	MED16	0.0704276855472737	0.961881766157829	0.260275059428713
MED17	MED17	0.0780819395342106	0.961751937586141	0.274035502512924
MED18	MED18	0.0405178237220902	0.961430431490647	0.197370384668499
MED19	MED19	0.0204442919382487	0.961808790305056	0.14022660124873
MED20	MED20	0.0696048659028081	0.961757232857716	0.258733421157989
MED21	MED21	0.0470534448401509	0.961668948661788	0.212720090330799
MED22	MED22	0.0345270475721589	0.961619799547418	0.182213864909627
MED23	MED23	0.156476137301802	0.961713496165827	0.387924236251153
MED24	MED24	0.0132875682546753	0.961790987756398	0.113048057907001
MED25	MED25	0.0545022429625047	0.961871774476992	0.228963248473026
MED26	MED26	0.0873687957741963	0.961739470467619	0.289872419148958
MED27	MED27	0.0324622070461191	0.961659284824219	0.176684981851278
MED28	MED28	0.121772024006688	0.961736351873671	0.342217156391179
MED29	MED29	0.0643878602972808	0.961551688077877	0.248821734903872
MED30	MED30	0.0370375239656541	0.962002341423864	0.188759595187905
MED31	MED31	0.0242539922099756	0.961676552991633	0.152723592233732
MED4	MED4	0.0345281397788685	0.961574652029826	0.182212469367776
MED6	MED6	0.0384279912014164	0.961450214995711	0.192214984854082
MED7	MED7	0.0266062761520652	0.961483129521175	0.159942132221601
MED8	MED8	0.0269682411296047	0.961740274314069	0.161047954416546
MED9	MED9	0.0238241477937166	0.961406005993459	0.151342917827545
MEF2A	MEF2A	0.140559663299265	0.961794232564414	0.367681211775132
MEF2C	MEF2C	0.252352855435385	0.961847636485325	0.492671287534445
MEF2D	MEF2D	0.0828386117132078	0.961854815453054	0.282274188656694
MEIS1	MEIS1	0.0687822377076505	0.962079946652428	0.257243098225027
MEIS2	MEIS2	0.0783924645589414	0.961473644838433	0.274540140284354
MEIS3	MEIS3	0.190437597376153	0.961637816291466	0.427939242510659
MELK	MELK	0.0533121894803879	0.961475679195829	0.226403121864679
MEN1	MEN1	0.0680962320944211	0.961891953759963	0.255932056868605
MEOX1	MEOX1	0.131181228297157	0.961996655488881	0.35524062673741
MEOX2	MEOX2	0.0402742016317389	0.961723295589304	0.196806092183408
MEP1B	MEP1B	0.0417234913943482	0.961838720098386	0.200327905097557
MERTK	MERTK	0.0373707205396384	0.961584758319938	0.189565596241381
MESP1	MESP1	0.0458967853435631	0.961543131866085	0.210075554793591
MESP2	MESP2	0.028168824907068	0.961869491454083	0.164604779056443
MET	MET	0.0243528360084676	0.961291612879366	0.153003846372457
METAP2	METAP2	0.0422082111376191	0.961624232921567	0.201465725765462
MFAP3	MFAP3	0.0639899355251717	0.961722281093793	0.248073672041821
MFAP3L	MFAP3L	0.0182561586463915	0.961707640027822	0.132503159387973
MFN2	MFN2	0.0175430055550121	0.962097918176435	0.129915700063675
MFSD2A	MFSD2A	0.0316588988860481	0.961961735362369	0.17451260502349
MFSD5	MFSD5	0.0182675643605134	0.96171738868011	0.132545216037165
MGA	MGA	0.0831652252870618	0.961793618504964	0.282821114775088
MGAM	MGAM	0.0152000071311354	0.961771410281446	0.120908776748423
MGLL	MGLL	0.034964574192277	0.961816485763931	0.183383488558398
