id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B|B	B|B Activated	B|CD14 Mono	B|CD16 Mono	B|CD4 Memory T	B|CD4 Naive T	B|CD8 T	B|DC	B|Eryth	B|Mk	B|NK	B|T activated	B|pDC	B Activated|B	B Activated|B Activated	B Activated|CD14 Mono	B Activated|CD16 Mono	B Activated|CD4 Memory T	B Activated|CD4 Naive T	B Activated|CD8 T	B Activated|DC	B Activated|Eryth	B Activated|Mk	B Activated|NK	B Activated|T activated	B Activated|pDC	CD14 Mono|B	CD14 Mono|B Activated	CD14 Mono|CD14 Mono	CD14 Mono|CD16 Mono	CD14 Mono|CD4 Memory T	CD14 Mono|CD4 Naive T	CD14 Mono|CD8 T	CD14 Mono|DC	CD14 Mono|Eryth	CD14 Mono|Mk	CD14 Mono|NK	CD14 Mono|T activated	CD14 Mono|pDC	CD16 Mono|B	CD16 Mono|B Activated	CD16 Mono|CD14 Mono	CD16 Mono|CD16 Mono	CD16 Mono|CD4 Memory T	CD16 Mono|CD4 Naive T	CD16 Mono|CD8 T	CD16 Mono|DC	CD16 Mono|Eryth	CD16 Mono|Mk	CD16 Mono|NK	CD16 Mono|T activated	CD16 Mono|pDC	CD4 Memory T|B	CD4 Memory T|B Activated	CD4 Memory T|CD14 Mono	CD4 Memory T|CD16 Mono	CD4 Memory T|CD4 Memory T	CD4 Memory T|CD4 Naive T	CD4 Memory T|CD8 T	CD4 Memory T|DC	CD4 Memory T|Eryth	CD4 Memory T|Mk	CD4 Memory T|NK	CD4 Memory T|T activated	CD4 Memory T|pDC	CD4 Naive T|B	CD4 Naive T|B Activated	CD4 Naive T|CD14 Mono	CD4 Naive T|CD16 Mono	CD4 Naive T|CD4 Memory T	CD4 Naive T|CD4 Naive T	CD4 Naive T|CD8 T	CD4 Naive T|DC	CD4 Naive T|Eryth	CD4 Naive T|Mk	CD4 Naive T|NK	CD4 Naive T|T activated	CD4 Naive T|pDC	CD8 T|B	CD8 T|B Activated	CD8 T|CD14 Mono	CD8 T|CD16 Mono	CD8 T|CD4 Memory T	CD8 T|CD4 Naive T	CD8 T|CD8 T	CD8 T|DC	CD8 T|Eryth	CD8 T|Mk	CD8 T|NK	CD8 T|T activated	CD8 T|pDC	DC|B	DC|B Activated	DC|CD14 Mono	DC|CD16 Mono	DC|CD4 Memory T	DC|CD4 Naive T	DC|CD8 T	DC|DC	DC|Eryth	DC|Mk	DC|NK	DC|T activated	DC|pDC	Eryth|B	Eryth|B Activated	Eryth|CD14 Mono	Eryth|CD16 Mono	Eryth|CD4 Memory T	Eryth|CD4 Naive T	Eryth|CD8 T	Eryth|DC	Eryth|Eryth	Eryth|Mk	Eryth|NK	Eryth|T activated	Eryth|pDC	Mk|B	Mk|B Activated	Mk|CD14 Mono	Mk|CD16 Mono	Mk|CD4 Memory T	Mk|CD4 Naive T	Mk|CD8 T	Mk|DC	Mk|Eryth	Mk|Mk	Mk|NK	Mk|T activated	Mk|pDC	NK|B	NK|B Activated	NK|CD14 Mono	NK|CD16 Mono	NK|CD4 Memory T	NK|CD4 Naive T	NK|CD8 T	NK|DC	NK|Eryth	NK|Mk	NK|NK	NK|T activated	NK|pDC	T activated|B	T activated|B Activated	T activated|CD14 Mono	T activated|CD16 Mono	T activated|CD4 Memory T	T activated|CD4 Naive T	T activated|CD8 T	T activated|DC	T activated|Eryth	T activated|Mk	T activated|NK	T activated|T activated	T activated|pDC	pDC|B	pDC|B Activated	pDC|CD14 Mono	pDC|CD16 Mono	pDC|CD4 Memory T	pDC|CD4 Naive T	pDC|CD8 T	pDC|DC	pDC|Eryth	pDC|Mk	pDC|NK	pDC|T activated	pDC|pDC
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	True	True	curated	False	1.556																																																																																																																																																																									
CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	TNFSF14	TNFRSF14	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	TNFSF14	LTBR	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS03156A825	LTA_LTBR	simple:P01374	simple:P36941	LTA	LTBR	True	False	True	I2D	False	1.556																																																																																																																																																																									
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	CD72	SEMA4D	False	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS059EC4FAE	PTPRC_SEMA4D	simple:P08575	simple:Q92854	PTPRC	SEMA4D	False	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	PLXNB2	SEMA4D	False	True	True	curated	False	1.556																																																																																																																																																																									
CPI-SS035E5A708	DLL3_NOTCH3	simple:Q9NYJ7	simple:Q9UM47	DLL3	NOTCH3	False	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0F21DBF93	SCGB3A1_NOTCH3	simple:Q96QR1	simple:Q9UM47	SCGB3A1	NOTCH3	True	False	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	JAG1	NOTCH3	False	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	MIF	TNFRSF10D	True	False	True	I2D,IntAct	False	1.556																																																																																																																																																																									
CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	DLL1	NOTCH3	False	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	False	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	DLL1	NOTCH2	False	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	FGFR1	NCAM1	True	True	True	curated	False	1.556																																																																																																																																																																									
CPI-SS075189979	AGRN_NCAM1	simple:O00468	simple:P13591	AGRN	NCAM1	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0A81A3626	WNT7A_LDLR	simple:O00755	simple:P01130	WNT7A	LDLR	True	False	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS073F3FAD5	WNT5A_ROR1	simple:P41221	simple:Q01973	WNT5A	ROR1	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SC0FE3CE9D1	APOA1_TREM2_receptor	simple:P02647	complex:TREM2_receptor	APOA1		True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SC0E89A4EF0	APP_TREM2_receptor	simple:P05067	complex:TREM2_receptor	APP		False	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS0FC36F030	LipoxinA4_byALOX5_FPR2	complex:LipoxinA4_byALOX5	simple:P25090		FPR2	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS0C94B5884	LipoxinA4_byALOX12_FPR2	complex:LipoxinA4_byALOX12	simple:P25090		FPR2	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	DLL1	NOTCH4	False	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS042EB8C7A	TBXA2R_GHRL	simple:P21731	simple:Q9UBU3	TBXA2R	GHRL	True	True	False	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	GDF11		True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	POMC	MC1R	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0544D2759	ICAM2_CD209	simple:P13598	simple:Q9NNX6	ICAM2	CD209	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS055B305F1	CEACAM1_CD209	simple:P13688	simple:Q9NNX6	CEACAM1	CD209	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	EPHA1	EFNA4	True	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS01A8F745A	EPHA1_EFNA3	simple:P21709	simple:P52797	EPHA1	EFNA3	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	EPHA1	EFNA5	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	EPHB2	EFNA5	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	EPHA4	EFNB1	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS0470AF83E	EPHB1_EFNB1	simple:P54762	simple:P98172	EPHB1	EFNB1	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	EPHB2	EFNB1	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	EPHB6	EFNB1	True	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0CBC7840D	PTPRC_CD22	simple:P08575	simple:P20273	PTPRC	CD22	False	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	GDF11		True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	PLD2	ARF1	False	False	False	guidetopharmacology.org	False	1.556																																																																																																																																																																									
CPI-SS027AFFC0E	NCR3_BAG6	simple:O14931	simple:P46379	NCR3	BAG6	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	TNFSF11	TNFRSF11A	True	True	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0978D28AB	NRG1_MS4A4A	simple:Q02297	simple:Q96JQ5	NRG1	MS4A4A	True	True	True	IMEx,IntAct	False	1.556																																																																																																																																																																									
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	NRG1	NETO2	True	True	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS0708FE6FF	NRG1_LSR	simple:Q02297	simple:Q86X29	NRG1	LSR	True	True	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	NRG2	ERBB3	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0C321CE6D	FPR2_CAMP	simple:P25090	simple:P49913	FPR2	CAMP	True	True	False	guidetopharmacology.org	False	1.556																																																																																																																																																																									
CPI-SS016FD0C8A	RNASET2_TLR8	simple:O00584	simple:Q9NR97	RNASET2	TLR8	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS00F282936	CXCR6_CXCL16	simple:O00574	simple:Q9H2A7	CXCR6	CXCL16	True	True	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0DF5E47DB	SCGB3A1_MARCO	simple:Q96QR1	simple:Q9UEW3	SCGB3A1	MARCO	True	False	True	I2D,InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS019ABECEC	ASIP_MC1R	simple:P42127	simple:Q01726	ASIP	MC1R	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0F94547B2	NCR3_NCR3LG1	simple:O14931	simple:Q68D85	NCR3	NCR3LG1	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	JAG1	NOTCH4	False	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS07AD626C8	VDR_HBEGF	simple:P11473	simple:Q99075	VDR	HBEGF	True	True	True	InnateDB	False	1.556																																																																																																																																																																									
CPI-SC0DEE2AF32	F11R_integrin_aLb2_complex	simple:Q9Y624	complex:integrin_aLb2_complex	F11R		False	True	False	curated	True	1.556																																																																																																																																																																									
CPI-CS0CCD8150B	FZD5_LRP6_WNT10A	complex:FZD5_LRP6	simple:Q9GZT5		WNT10A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS08BD41C01	FZD5_LRP5_WNT10A	complex:FZD5_LRP5	simple:Q9GZT5		WNT10A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS0009D06D0	FZD1_LRP6_WNT10A	complex:FZD1_LRP6	simple:Q9GZT5		WNT10A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS0711601F5	FZD1_LRP5_WNT10A	complex:FZD1_LRP5	simple:Q9GZT5		WNT10A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS09F32EE7D	FZD6_LRP6_WNT2B	complex:FZD6_LRP6	simple:Q93097		WNT2B	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS0FB43E17E	FZD6_LRP5_WNT2B	complex:FZD6_LRP5	simple:Q93097		WNT2B	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS05C76711D	FZD5_LRP6_WNT2B	complex:FZD5_LRP6	simple:Q93097		WNT2B	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS07AD29D6C	FZD5_LRP5_WNT2B	complex:FZD5_LRP5	simple:Q93097		WNT2B	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS096856900	FZD3_LRP6_WNT2B	complex:FZD3_LRP6	simple:Q93097		WNT2B	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS0B52EC069	FZD3_LRP5_WNT2B	complex:FZD3_LRP5	simple:Q93097		WNT2B	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS0F53060BB	FZD2_LRP6_WNT2B	complex:FZD2_LRP6	simple:Q93097		WNT2B	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS0E68F5752	FZD2_LRP5_WNT2B	complex:FZD2_LRP5	simple:Q93097		WNT2B	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-SS048346C2B	LGALS9_MRC2	simple:O00182	simple:Q9UBG0	LGALS9	MRC2	True	False	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-CS0CF3656D2	FZD1_LRP6_WNT2B	complex:FZD1_LRP6	simple:Q93097		WNT2B	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS06F5B58EC	FZD6_LRP6_WNT7A	complex:FZD6_LRP6	simple:O00755		WNT7A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS0C4B40F75	FZD6_LRP5_WNT7A	complex:FZD6_LRP5	simple:O00755		WNT7A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS06703B08B	FZD5_LRP6_WNT7A	complex:FZD5_LRP6	simple:O00755		WNT7A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS035E6950E	FZD5_LRP5_WNT7A	complex:FZD5_LRP5	simple:O00755		WNT7A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS02B24ACED	FZD3_LRP6_WNT7A	complex:FZD3_LRP6	simple:O00755		WNT7A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS0A94347F7	FZD3_LRP5_WNT7A	complex:FZD3_LRP5	simple:O00755		WNT7A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS0DB31673B	FZD2_LRP6_WNT7A	complex:FZD2_LRP6	simple:O00755		WNT7A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS0B5273C72	FZD2_LRP5_WNT7A	complex:FZD2_LRP5	simple:O00755		WNT7A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS07B775F8D	FZD1_LRP6_WNT7A	complex:FZD1_LRP6	simple:O00755		WNT7A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS0CD56A2CC	FZD1_LRP5_WNT7A	complex:FZD1_LRP5	simple:O00755		WNT7A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS01521EE2B	FZD6_LRP6_WNT5A	complex:FZD6_LRP6	simple:P41221		WNT5A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS008DA70F3	FZD6_LRP5_WNT5A	complex:FZD6_LRP5	simple:P41221		WNT5A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS07135653F	FZD1_LRP5_WNT2B	complex:FZD1_LRP5	simple:Q93097		WNT2B	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS00DEA8C12	FZD5_LRP6_WNT5A	complex:FZD5_LRP6	simple:P41221		WNT5A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-SS0B84DAE3D	PVR_CD96	simple:P15151	simple:P40200	PVR	CD96	True	True	True	curated	False	1.556																																																																																																																																																																									
CPI-SS00561BBD7	PVR_TIGIT	simple:P15151	simple:Q495A1	PVR	TIGIT	True	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SC0B4771D76	COL7A1_integrin_a10b1_complex	simple:Q02388	complex:integrin_a10b1_complex	COL7A1		True	False	False	curated	True	1.556																																																																																																																																																																									
CPI-SC039737584	COL18A1_integrin_a10b1_complex	simple:P39060	complex:integrin_a10b1_complex	COL18A1		True	False	False	curated	True	1.556																																																																																																																																																																									
CPI-SC01BE5E1F7	COL15A1_integrin_a10b1_complex	simple:P39059	complex:integrin_a10b1_complex	COL15A1		True	False	False	curated	True	1.556																																																																																																																																																																									
CPI-SC07F654CB3	COL6A2_integrin_a10b1_complex	simple:P12110	complex:integrin_a10b1_complex	COL6A2		True	False	False	curated	True	1.556																																																																																																																																																																									
CPI-SC0251EEF61	COL6A1_integrin_a10b1_complex	simple:P12109	complex:integrin_a10b1_complex	COL6A1		True	False	False	curated	True	1.556																																																																																																																																																																									
CPI-SC0C91660AB	FN1_integrin_a10b1_complex	simple:P02751	complex:integrin_a10b1_complex	FN1		True	False	False	curated	True	1.556																																																																																																																																																																									
CPI-SC028882919	COL1A1_integrin_a10b1_complex	simple:P02452	complex:integrin_a10b1_complex	COL1A1		True	False	False	curated	True	1.556																																																																																																																																																																									
CPI-SS0C9696AAA	CRTAM_CADM1	simple:O95727	simple:Q9BY67	CRTAM	CADM1	False	False	False	curated	False	1.556																																																																																																																																																																									
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	False	False	False	curated	False	1.556																																																																																																																																																																									
CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	WNT5A	PTPRK	True	False	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS0A9FB762A	LGALS9_PTPRK	simple:O00182	simple:Q15262	LGALS9	PTPRK	True	False	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS0F8EFEECF	TNF_DAG1	simple:P01375	simple:Q14118	TNF	DAG1	True	False	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS0A8627ED6	PVR_CD226	simple:P15151	simple:Q15762	PVR	CD226	True	True	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0BD9F32BA	LGALS9_DAG1	simple:O00182	simple:Q14118	LGALS9	DAG1	True	False	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS02928C71A	PDGFB_LRP1	simple:P01127	simple:Q07954	PDGFB	LRP1	True	False	True	I2D,InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS0419B80C4	LGALS9_LRP1	simple:O00182	simple:Q07954	LGALS9	LRP1	True	False	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS0BC7CD11B	LGALS9_MET	simple:O00182	simple:P08581	LGALS9	MET	True	False	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS083CBFACD	MDK_SORL1	simple:P21741	simple:Q92673	MDK	SORL1	True	False	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS07ACDDCD6	APP_SORL1	simple:P05067	simple:Q92673	APP	SORL1	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS09C52F54E	LGALS9_SORL1	simple:O00182	simple:Q92673	LGALS9	SORL1	True	False	True	InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS09D379E5B	NOTCH4_DLL3	simple:Q99466	simple:Q9NYJ7	NOTCH4	DLL3	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS003C9A532	NOTCH2_DLL3	simple:Q04721	simple:Q9NYJ7	NOTCH2	DLL3	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS0607D1101	NOTCH1_DLL3	simple:P46531	simple:Q9NYJ7	NOTCH1	DLL3	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS0E5AF12B6	NOTCH1_NOV	simple:P46531	simple:P48745	NOTCH1	NOV	True	True	False	I2D,InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS01A07768A	CD46_JAG1	simple:P15529	simple:P78504	CD46	JAG1	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	NOTCH1	JAG1	False	True	False	curated	False	1.556																																																																																																																																																																									
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	MDK	LRP1	True	False	True	I2D,InnateDB-All	False	1.556																																																																																																																																																																									
CPI-CS05FB0A7F1	FZD5_LRP5_WNT5A	complex:FZD5_LRP5	simple:P41221		WNT5A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS0F06108D6	FZD3_LRP6_WNT5A	complex:FZD3_LRP6	simple:P41221		WNT5A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-CS03025232D	FZD3_LRP5_WNT5A	complex:FZD3_LRP5	simple:P41221		WNT5A	True	False	False	curated	False	1.556																																																																																																																																																																									
CPI-SC0A5BCC92E	FCER2_integrin_aVb3_complex	simple:P06734	complex:integrin_aVb3_complex	FCER2		True	True	False	curated	True	1.556																																																																																																																																																																									
CPI-SC02EA03F82	THBS1_integrin_aVb3_complex	simple:P07996	complex:integrin_aVb3_complex	THBS1		False	False	False	curated	True	1.556																																																																																																																																																																									
CPI-SC07763D025	LAMC1_integrin_aVb3_complex	simple:P11047	complex:integrin_aVb3_complex	LAMC1		True	False	False	curated	True	1.556																																																																																																																																																																									
CPI-SC06D7BD0F6	FN1_integrin_aVb3_complex	simple:P02751	complex:integrin_aVb3_complex	FN1		True	False	False	curated	True	1.556																																																																																																																																																																									
CPI-SC03E67206C	SPP1_integrin_aVb3_complex	simple:P10451	complex:integrin_aVb3_complex	SPP1		True	False	False	curated	True	1.556																																																																																																																																																																									
CPI-SS0CF0E4DE9	CCL2_CCR2	simple:P13500	simple:P41597	CCL2	CCR2	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS0817CE2B3	CCL3L1_CCR1	simple:P16619	simple:P32246	CCL3L1	CCR1	True	False	True	I2D,InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS0817CE2B3	CCL3L3_CCR1	simple:P16619	simple:P32246	CCL3L3	CCR1	True	False	True	I2D,InnateDB-All	False	1.556																																																																																																																																																																									
CPI-SS0E1735D13	CCL3L1_CCR1	simple:CCL3L1	simple:P32246	CCL3L1	CCR1	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS03105D292	CSF1_SLC7A1	simple:P09603	simple:P30825	CSF1	SLC7A1	True	False	True	I2D	False	1.556																																																																																																																																																																									
CPI-SS0795802F6	CCL4_SLC7A1	simple:P13236	simple:P30825	CCL4	SLC7A1	True	False	True	IMEx,IntAct	False	1.556																																																																																																																																																																									
CPI-CS01F7D06F1	2arachidonoylglycerol_byDAGLB_GPR55	complex:2arachidonoylglycerol_byDAGLB	simple:Q9Y2T6		GPR55	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SC0D3D23FAA	IGF1_integrin_aVb3_complex	simple:P05019	complex:integrin_aVb3_complex	IGF1		True	False	False	curated	True	1.556																																																																																																																																																																									
CPI-CS045C37E64	2arachidonoylglycerol_byDAGLA_GPR55	complex:2arachidonoylglycerol_byDAGLA	simple:Q9Y2T6		GPR55	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS030959ED1	2arachidonoylglycerol_byDAGLB_CNR2	complex:2arachidonoylglycerol_byDAGLB	simple:P34972		CNR2	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS0C6F86DF5	2arachidonoylglycerol_byDAGLA_CNR2	complex:2arachidonoylglycerol_byDAGLA	simple:P34972		CNR2	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS007D418BE	2arachidonoylglycerol_byDAGLB_CNR1	complex:2arachidonoylglycerol_byDAGLB	simple:P21554		CNR1	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS03629A52A	2arachidonoylglycerol_byDAGLA_CNR1	complex:2arachidonoylglycerol_byDAGLA	simple:P21554		CNR1	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS087E1C654	LipoxinA4_byALOX5_CYSLTR1	complex:LipoxinA4_byALOX5	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS0C1CAC8F7	LipoxinA4_byALOX12_CYSLTR1	complex:LipoxinA4_byALOX12	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS048E474A5	LeukotrieneE4_byDPEP2_CYSLTR1	complex:LeukotrieneE4_byDPEP2	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS0C4ABE334	LeukotrieneD4_byGGT1_CYSLTR1	complex:LeukotrieneD4_byGGT1	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS0891F5216	LeukotrieneC4_byLTC4S_CYSLTR1	complex:LeukotrieneC4_byLTC4S	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS0A0F970F5	LeukotrieneD4_byGGT1_CYSLTR2	complex:LeukotrieneD4_byGGT1	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS01FC3CF4D	LeukotrieneC4_byLTC4S_CYSLTR2	complex:LeukotrieneC4_byLTC4S	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-CS047D9C0D7	LeukotrieneB4_byLTA4H_LTB4R	complex:LeukotrieneB4_byLTA4H	simple:Q15722		LTB4R	True	False	True	curated	False	1.556																																																																																																																																																																									
CPI-SS05BA6D9C3	CCL4_CNR2	simple:P13236	simple:P34972	CCL4	CNR2	True	False	True	IMEx,IntAct	False	1.556																																																																																																																																																																									
CPI-SC0A6D5D2B1	MMP2_integrin_aVb3_complex	simple:P08253	complex:integrin_aVb3_complex	MMP2		True	False	False	curated	True	1.556																																																																																																																																																																									
