gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	B Activated	CD14 Mono	CD16 Mono	CD4 Memory T	CD4 Naive T	CD8 T	DC	Eryth	Mk	NK	T activated	pDC
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0C09120F1	0.022	0.045	0.208	0.23	0.002	0.002	0.013	0.196	0.023	0.056	0.021	0.048	0.294
C3	P01024	False	CO3_HUMAN		CPI-SC0C93C7670	0.002	0.0	0.003	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SC0329DFA42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SC071B77A18	0.005	0.0	0.0	0.003	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.034	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SC0542462B9	0.071	0.06	0.003	0.006	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC08CB03AD8	0.022	0.045	0.208	0.23	0.002	0.002	0.013	0.196	0.023	0.056	0.021	0.048	0.294
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.071	0.06	0.003	0.006	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.049	0.038	0.211	0.289	0.099	0.031	0.162	0.14	0.164	0.133	0.187	0.086	0.191
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.011
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.005	0.0	0.0	0.003	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.034	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	0.0	0.0	0.069	0.12	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.0
GPR42	O15529	False	GPR42_HUMAN		CPI-SS0528A694B	0.0	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-C	HLAC	False	HLAC		CPI-SS034D36D2F	3.571	3.193	3.247	3.77	3.569	3.319	3.966	3.281	2.581	3.439	4.041	2.662	3.028
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	0.257	0.368	0.148	0.215	0.237	0.289	0.224	0.088	0.219	0.229	0.345	0.353	0.279
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.001	0.0	0.0	0.0	0.011	0.005	0.0	0.0	0.074	0.002	0.0
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.0	0.0	0.0	0.001	0.003	0.003	0.0	0.0	0.0	0.02	0.0	0.006	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.007	0.032	0.001	0.001	0.019	0.002	0.023	0.002	0.0	0.0	0.003	0.019	0.013
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS00FB3CB09	0.0	0.0	0.069	0.12	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.0
GPR42	O15529	False	GPR42_HUMAN		CPI-SS022AE18AF	0.0	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGRMC2	O15173	False	PGRC2_HUMAN		CPI-SS0F3D40856	0.088	0.14	0.053	0.084	0.112	0.098	0.12	0.072	0.139	0.082	0.09	0.187	0.177
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS072E1E27A	0.0	0.0	0.069	0.12	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.0
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS064281234	0.257	0.368	0.148	0.215	0.237	0.289	0.224	0.088	0.219	0.229	0.345	0.353	0.279
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0D26F639E	0.0	0.0	0.001	0.0	0.0	0.0	0.011	0.005	0.0	0.0	0.074	0.002	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS02246DA17	0.06	0.008	0.014	0.009	0.171	0.03	0.743	0.082	0.0	0.075	0.741	0.032	0.236
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F52745F3	0.001	0.01	0.001	0.005	0.092	0.045	0.084	0.002	0.094	0.041	0.007	0.036	0.0
FCGR2A	P12318	False	FCG2A_HUMAN		CPI-SS0C17BB772	0.012	0.012	0.4	0.355	0.001	0.003	0.0	0.115	0.183	0.106	0.014	0.009	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.007	0.032	0.001	0.001	0.019	0.002	0.023	0.002	0.0	0.0	0.003	0.019	0.013
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.011	0.042	0.108	0.119	0.001	0.002	0.0	0.123	0.0	0.036	0.0	0.003	0.011
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.007	0.032	0.001	0.001	0.019	0.002	0.023	0.002	0.0	0.0	0.003	0.019	0.013
CSF2	P04141	False	CSF2_HUMAN		CPI-SS0E6D96A59	0.0	0.03	0.0	0.003	0.001	0.0	0.0	0.006	0.0	0.0	0.034	0.005	0.0
CSF2	P04141	False	CSF2_HUMAN		CPI-SS092E57263	0.0	0.03	0.0	0.003	0.001	0.0	0.0	0.006	0.0	0.0	0.034	0.005	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS08A1F8C22	0.049	0.038	0.211	0.289	0.099	0.031	0.162	0.14	0.164	0.133	0.187	0.086	0.191
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0DABCC4B5	0.049	0.038	0.211	0.289	0.099	0.031	0.162	0.14	0.164	0.133	0.187	0.086	0.191
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SC070741884	0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC01AADFEB3	0.049	0.038	0.211	0.289	0.099	0.031	0.162	0.14	0.164	0.133	0.187	0.086	0.191
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SC0F36DD437	0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RLN1	P04808	False	REL1_HUMAN		CPI-SS0FAE75A75	0.002	0.0	0.001	0.0	0.003	0.003	0.011	0.0	0.022	0.0	0.004	0.0	0.0
RLN2	P04090	False	REL2_HUMAN		CPI-SS045EC4F7D	0.009	0.0	0.0	0.0	0.012	0.009	0.006	0.0	0.031	0.0	0.008	0.003	0.0
INSL3	P51460	False	INSL3_HUMAN		CPI-SS08805BBC2	0.002	0.0	0.0	0.003	0.001	0.002	0.0	0.0	0.0	0.0	0.004	0.0	0.0
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.0	0.045	0.031	0.035	0.0	0.0	0.003	0.004	0.011	0.01	0.004	0.0	0.0
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.0	0.045	0.031	0.035	0.0	0.0	0.003	0.004	0.011	0.01	0.004	0.0	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	0.01	0.061	0.002	0.001	0.001	0.001	0.0	0.708	0.0	0.009	0.0	0.003	0.05
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0CC738ABC	0.259	0.318	1.602	1.403	0.041	0.033	0.051	1.503	0.469	0.267	0.031	0.035	0.407
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	1.415	1.193	2.542	2.954	0.345	0.373	0.289	2.165	0.946	0.709	0.219	0.618	1.398
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	0.008	0.004	0.665	0.16	0.003	0.005	0.01	0.154	0.109	0.173	0.011	0.01	0.015
IL6	P05231	False	IL6_HUMAN		CPI-SS0DC2A6D35	0.018	0.166	0.013	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.015
CCL2	P13500	False	CCL2_HUMAN		CPI-SS08B249DBA	0.203	0.199	3.32	0.814	0.16	0.142	0.16	0.566	1.033	0.618	0.093	0.131	0.193
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	0.714	0.663	0.492	0.658	0.465	0.453	0.575	0.701	0.403	0.539	0.909	0.384	0.781
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.014	0.004	0.024	0.023	0.0	0.001	0.0	0.058	0.0	0.0	0.003	0.004	0.0
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.007	0.027	0.006	0.013	0.01	0.012	0.0	0.005	0.0	0.0	0.004	0.003	0.027
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	0.714	0.663	0.492	0.658	0.465	0.453	0.575	0.701	0.403	0.539	0.909	0.384	0.781
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	0.007	0.027	0.006	0.013	0.01	0.012	0.0	0.005	0.0	0.0	0.004	0.003	0.027
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS0C2437E0D	0.002	0.0	0.004	0.004	0.002	0.0	0.008	0.061	0.0	0.0	0.0	0.0	0.012
PF4	P02776	False	PLF4_HUMAN		CPI-SS01A6823FA	0.042	0.045	0.027	0.027	0.023	0.013	0.022	0.022	0.0	1.821	0.059	0.041	0.026
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS09FAC4977	0.259	0.318	1.602	1.403	0.041	0.033	0.051	1.503	0.469	0.267	0.031	0.035	0.407
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS080683E15	1.415	1.193	2.542	2.954	0.345	0.373	0.289	2.165	0.946	0.709	0.219	0.618	1.398
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0EFE0B07A	0.0	0.0	0.001	0.032	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0747FCACD	0.259	0.318	1.602	1.403	0.041	0.033	0.051	1.503	0.469	0.267	0.031	0.035	0.407
SCT	P09683	False	SECR_HUMAN		CPI-SS0EC70F078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.665
ESR2	Q92731	False	ESR2_HUMAN		CPI-SS03969CE88	0.018	0.004	0.0	0.001	0.009	0.004	0.005	0.0	0.0	0.0	0.004	0.003	0.0
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS076BC3BA6	2.506	2.152	1.709	1.864	0.275	0.1	0.821	3.974	0.776	0.59	0.466	0.123	2.178
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	4.433	4.023	2.873	3.069	0.911	0.76	1.339	4.821	1.402	1.358	1.484	0.598	4.233
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.022	0.045	0.208	0.23	0.002	0.002	0.013	0.196	0.023	0.056	0.021	0.048	0.294
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	0.002	0.008	0.453	0.419	0.047	0.044	0.134	0.395	0.143	0.144	0.124	0.023	0.23
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	0.061	0.103	0.352	0.389	0.127	0.043	0.165	0.233	0.122	0.11	0.177	0.074	0.384
CD74	P04233	False	HG2A_HUMAN		CPI-SS0302E8E8F	4.433	4.023	2.873	3.069	0.911	0.76	1.339	4.821	1.402	1.358	1.484	0.598	4.233
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	0.58	0.903	1.121	1.091	1.308	0.993	1.21	1.03	0.55	1.102	1.233	0.956	0.435
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS00CFAFE79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
VDR	P11473	False	VDR_HUMAN		CPI-SS07AD626C8	0.002	0.0	0.051	0.053	0.005	0.002	0.002	0.03	0.048	0.014	0.0	0.0	0.0
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS05D23BCE8	2.506	2.152	1.709	1.864	0.275	0.1	0.821	3.974	0.776	0.59	0.466	0.123	2.178
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	0.449	0.194	0.002	0.0	0.0	0.0	0.0	0.003	0.032	0.014	0.003	0.0	0.0
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	0.006	0.049	0.002	0.02	0.009	0.006	0.009	0.008	0.028	0.0	0.0	0.035	0.088
CD40	P25942	False	TNR5_HUMAN		CPI-SS0F00D756A	0.56	0.705	0.42	0.571	0.013	0.017	0.022	0.347	0.102	0.128	0.049	0.041	0.165
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0E2863F09	0.028	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.114	0.07	0.001	0.001	0.001	0.002	0.003	0.002	0.0	0.009	0.0	0.0	0.0
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	4.433	4.023	2.873	3.069	0.911	0.76	1.339	4.821	1.402	1.358	1.484	0.598	4.233
TNFRSF21	O75509	False	TNR21_HUMAN		CPI-SS0A0718AC5	0.02	0.019	0.008	0.001	0.0	0.0	0.0	0.023	0.0	0.006	0.0	0.0	0.057
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	0.022	0.045	0.208	0.23	0.002	0.002	0.013	0.196	0.023	0.056	0.021	0.048	0.294
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	0.022	0.045	0.208	0.23	0.002	0.002	0.013	0.196	0.023	0.056	0.021	0.048	0.294
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC00035437A	0.022	0.045	0.208	0.23	0.002	0.002	0.013	0.196	0.023	0.056	0.021	0.048	0.294
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC0943ECD6E	0.201	0.311	0.189	0.655	0.56	0.535	0.297	0.299	0.219	0.532	0.403	0.562	0.275
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC09DC9200A	0.284	0.159	0.173	0.41	0.241	0.164	0.249	0.289	0.119	0.248	0.296	0.101	0.241
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC0A3A31D04	0.002	0.0	0.002	0.029	0.0	0.001	0.0	0.008	0.0	0.0	0.0	0.0	0.011
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC0DEE2AF32	0.009	0.004	0.014	0.02	0.017	0.008	0.016	0.088	0.0	0.033	0.022	0.002	0.057
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0A4F27388	0.002	0.008	0.453	0.419	0.047	0.044	0.134	0.395	0.143	0.144	0.124	0.023	0.23
NR3C1	P04150	False	GCR_HUMAN		CPI-SS072F1842C	0.67	0.429	0.148	0.261	0.819	0.365	0.662	0.262	0.402	0.372	0.591	0.694	0.531
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0049FD74F	0.04	0.048	0.016	0.039	0.015	0.021	0.025	0.019	0.041	0.014	0.014	0.064	0.0
FAS	P25445	False	TNR6_HUMAN		CPI-SS03A0C857B	0.103	0.063	0.059	0.132	0.096	0.07	0.112	0.207	0.084	0.074	0.076	0.196	0.173
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS00A6D366F	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCA1	O95477	False	ABCA1_HUMAN		CPI-SS073A20D23	0.0	0.0	0.054	0.021	0.0	0.003	0.002	0.003	0.0	0.03	0.0	0.005	0.012
OXT	P01178	False	NEU1_HUMAN		CPI-SS08123AFFE	0.006	0.005	0.002	0.0	0.009	0.011	0.006	0.003	0.0	0.0	0.0	0.018	0.013
IL24	Q13007	False	IL24_HUMAN		CPI-SS02D8C453C	0.002	0.005	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.005	0.0	0.004	0.0
OXT	P01178	False	NEU1_HUMAN		CPI-SS04B547174	0.006	0.005	0.002	0.0	0.009	0.011	0.006	0.003	0.0	0.0	0.0	0.018	0.013
AVP	P01185	False	NEU2_HUMAN		CPI-SS0C916344D	0.02	0.015	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.006	0.031
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0C6448B94	0.005	0.01	0.592	0.31	0.008	0.008	0.011	0.581	0.122	0.153	0.0	0.004	0.104
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	0.0	0.0	0.033	0.001	0.0	0.0	0.0	0.019	0.0	0.009	0.0	0.0	0.021
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.025	0.023	0.074	0.003	0.001	0.002	0.0	0.23	0.017	0.008	0.0	0.006	0.063
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	0.0	0.0	0.033	0.001	0.0	0.0	0.0	0.019	0.0	0.009	0.0	0.0	0.021
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.003	0.01	0.002	0.003	0.001	0.007	0.006	0.002	0.0	0.018	0.003	0.004	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.062	0.016	0.01	0.056	0.014	0.018	0.05	0.013	0.0	0.009	0.038	0.01	0.016
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.025	0.023	0.074	0.003	0.001	0.002	0.0	0.23	0.017	0.008	0.0	0.006	0.063
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS07D71C546	0.015	0.019	0.121	0.089	0.012	0.013	0.01	0.087	0.046	0.017	0.03	0.027	0.06
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0BDD10277	0.714	0.663	0.492	0.658	0.465	0.453	0.575	0.701	0.403	0.539	0.909	0.384	0.781
HLA-B	HLAB	False	HLAB		CPI-SS0987A89AE	4.421	4.127	4.036	4.436	4.267	4.163	4.605	4.048	3.41	4.192	4.768	3.861	4.172
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.016	0.125	0.08	0.148	0.002	0.005	0.005	0.045	0.0	0.012	0.012	0.01	0.077
AGRN	O00468	False	AGRIN_HUMAN		CPI-SS0593F278B	0.002	0.005	0.011	0.0	0.001	0.003	0.003	0.039	0.0	0.009	0.003	0.004	0.014
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.016	0.125	0.08	0.148	0.002	0.005	0.005	0.045	0.0	0.012	0.012	0.01	0.077
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.011	0.01	0.004	0.0	0.002	0.019	0.005	0.003	0.019	0.0	0.042	0.014	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.016	0.125	0.08	0.148	0.002	0.005	0.005	0.045	0.0	0.012	0.012	0.01	0.077
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.004	0.0	0.07	0.064	0.0	0.0	0.0	0.03	0.0	0.014	0.0	0.0	0.038
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.016	0.125	0.08	0.148	0.002	0.005	0.005	0.045	0.0	0.012	0.012	0.01	0.077
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	0.046	0.041	0.025	0.024	0.009	0.005	0.006	0.139	0.0	0.016	0.0	0.009	0.177
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.016	0.125	0.08	0.148	0.002	0.005	0.005	0.045	0.0	0.012	0.012	0.01	0.077
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	0.047	0.231	0.001	0.005	0.032	0.064	0.022	0.008	0.025	0.06	0.022	0.133	0.012
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.016	0.125	0.08	0.148	0.002	0.005	0.005	0.045	0.0	0.012	0.012	0.01	0.077
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.016	0.125	0.08	0.148	0.002	0.005	0.005	0.045	0.0	0.012	0.012	0.01	0.077
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	0.047	0.231	0.001	0.005	0.032	0.064	0.022	0.008	0.025	0.06	0.022	0.133	0.012
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.016	0.125	0.08	0.148	0.002	0.005	0.005	0.045	0.0	0.012	0.012	0.01	0.077
LTA	P01374	False	TNFB_HUMAN		CPI-SS0D5C54214	0.047	0.231	0.001	0.005	0.032	0.064	0.022	0.008	0.025	0.06	0.022	0.133	0.012
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	1.313	0.603	1.778	2.648	0.824	0.97	0.712	1.528	1.348	0.899	1.312	0.616	1.584
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS003610FF9	0.06	0.008	0.014	0.009	0.171	0.03	0.743	0.082	0.0	0.075	0.741	0.032	0.236
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS056BE1011	0.011	0.0	0.596	0.432	0.009	0.014	0.026	0.245	0.062	0.091	0.042	0.006	0.024
CCR7	P32248	False	CCR7_HUMAN		CPI-SS098EFF959	2.501	2.691	0.183	0.17	1.533	2.923	0.836	2.05	0.873	1.831	0.387	2.249	1.054
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0F8C664D9	0.06	0.008	0.014	0.009	0.171	0.03	0.743	0.082	0.0	0.075	0.741	0.032	0.236
CCR6	P51684	False	CCR6_HUMAN		CPI-SS07F015051	0.17	0.076	0.004	0.002	0.154	0.01	0.028	0.008	0.06	0.037	0.0	0.063	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.001	0.01	0.001	0.005	0.092	0.045	0.084	0.002	0.094	0.041	0.007	0.036	0.0
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.0	0.0	0.001	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0AA47D179	0.449	0.194	0.002	0.0	0.0	0.0	0.0	0.003	0.032	0.014	0.003	0.0	0.0
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	0.193	0.05	0.017	0.01	0.196	0.45	0.234	0.027	0.051	0.233	0.035	0.059	0.021
TFRC	P02786	False	TFR1_HUMAN		CPI-SS0651A6E1F	0.006	0.049	0.002	0.02	0.009	0.006	0.009	0.008	0.028	0.0	0.0	0.035	0.088
CD40	P25942	False	TNR5_HUMAN		CPI-SS083296041	0.56	0.705	0.42	0.571	0.013	0.017	0.022	0.347	0.102	0.128	0.049	0.041	0.165
CD40	P25942	False	TNR5_HUMAN		CPI-SS05834E385	0.56	0.705	0.42	0.571	0.013	0.017	0.022	0.347	0.102	0.128	0.049	0.041	0.165
C3	P01024	False	CO3_HUMAN		CPI-SS03E48EFEA	0.002	0.0	0.003	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3	P01024	False	CO3_HUMAN		CPI-SS00F4019EA	0.002	0.0	0.003	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.002	0.0	0.013	0.005	0.004	0.001	0.01	0.031	0.0	0.006	0.0	0.004	0.052
NR3C1	P04150	False	GCR_HUMAN		CPI-SS0FBFBF63E	0.67	0.429	0.148	0.261	0.819	0.365	0.662	0.262	0.402	0.372	0.591	0.694	0.531
NR3C1	P04150	False	GCR_HUMAN		CPI-SS0A84B95C5	0.67	0.429	0.148	0.261	0.819	0.365	0.662	0.262	0.402	0.372	0.591	0.694	0.531
NR3C1	P04150	False	GCR_HUMAN		CPI-SS020734335	0.67	0.429	0.148	0.261	0.819	0.365	0.662	0.262	0.402	0.372	0.591	0.694	0.531
CCR2	P41597	False	CCR2_HUMAN		CPI-SS008EB600F	0.0	0.0	0.027	0.001	0.008	0.0	0.003	0.02	0.023	0.0	0.0	0.0	0.026
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08B91FD2A	0.025	0.0	0.818	0.303	0.006	0.007	0.015	0.411	0.26	0.149	0.09	0.0	0.011
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B186A32C	0.008	0.0	0.467	0.158	0.021	0.003	0.119	0.335	0.048	0.117	0.028	0.0	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0638E0E29	0.002	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.013
CCR2	P41597	False	CCR2_HUMAN		CPI-SS09AFCF898	0.0	0.0	0.027	0.001	0.008	0.0	0.003	0.02	0.023	0.0	0.0	0.0	0.026
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0F8C2FA91	0.025	0.0	0.818	0.303	0.006	0.007	0.015	0.411	0.26	0.149	0.09	0.0	0.011
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0DFAF1FE2	0.008	0.0	0.467	0.158	0.021	0.003	0.119	0.335	0.048	0.117	0.028	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0C98C08DA	0.0	0.0	0.027	0.001	0.008	0.0	0.003	0.02	0.023	0.0	0.0	0.0	0.026
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0B887F7AC	0.025	0.0	0.818	0.303	0.006	0.007	0.015	0.411	0.26	0.149	0.09	0.0	0.011
CCR10	P46092	False	CCR10_HUMAN		CPI-SS064C772FE	0.002	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.013
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0B2979A10	0.002	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.013
CCR1	P32246	False	CCR1_HUMAN		CPI-SS09199F78C	0.025	0.0	0.818	0.303	0.006	0.007	0.015	0.411	0.26	0.149	0.09	0.0	0.011
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F3DB0252	0.0	0.0	0.085	0.184	0.001	0.002	0.0	0.003	0.038	0.032	0.0	0.0	0.0
IDE	P14735	False	IDE_HUMAN		CPI-SS0D57FCA8C	0.011	0.01	0.004	0.007	0.01	0.007	0.0	0.01	0.0	0.0	0.011	0.0	0.035
CCR1	P32246	False	CCR1_HUMAN		CPI-SS041751A4D	0.025	0.0	0.818	0.303	0.006	0.007	0.015	0.411	0.26	0.149	0.09	0.0	0.011
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0898D7F7F	0.04	0.048	0.016	0.039	0.015	0.021	0.025	0.019	0.041	0.014	0.014	0.064	0.0
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS0179FBFD3	0.024	0.03	0.01	0.005	0.005	0.021	0.002	0.009	0.022	0.0	0.003	0.027	0.0
