"id","species","taxonId","ensembl","entrez","name","fullname","synonym","signature","chromStart","chromEnd","chromStrand","chromName","band","goTerms","function","goFunctions","goLocalizations","cerebralLocalization","nrIntxsValidated","nrIntxsPredicted","transcripts","humanOrthologs","mouseOrthologs","bovineOrthologs","lastModified"
"125081","Homo sapiens","9606","ENSG00000204592","3133","HLA-E","major histocompatibility complex, class I, E ","EA1.2|EA2.1|HLA-6.2|MHC|QA1","HLA-E|IDBG-125081|ENSG00000204592|3133","30489406","30494205","1","6","p22.1","GO:0001916|positive regulation of T cell mediated cytotoxicity|biological_process#GO:0002474|antigen processing and presentation of peptide antigen via MHC class I|biological_process#GO:0005515|protein binding|molecular_function#GO:0006955|immune response|biological_process#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0019882|antigen processing and presentation|biological_process#GO:0042605|peptide antigen binding|molecular_function#GO:0042612|MHC class I protein complex|cellular_component"," peptide antigen binding","GO:0005515: protein binding#GO:0042605: peptide antigen binding","GO:0005515: protein binding,GO:0042605: peptide antigen binding","Plasma membrane","16","0","808177","","","","2017-02-20"
"125942","Homo sapiens","9606","ENSG00000244731","720","C4A","complement component 4A (Rodgers blood group) ","C4|C4A2|C4A3|C4A4|C4A6|C4AD|C4S|CO4|CPAMD2|RG","C4A|IDBG-125942|ENSG00000244731|720","31982024","32002681","1","6","p21.33","GO:0001849|complement component C1q binding|molecular_function#GO:0004866|endopeptidase inhibitor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005615|extracellular space|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0006954|inflammatory response|biological_process#GO:0006956|complement activation|biological_process#GO:0006958|complement activation, classical pathway|biological_process#GO:0010951|negative regulation of endopeptidase activity|biological_process#GO:0030449|regulation of complement activation|biological_process#GO:0045087|innate immune response|biological_process#GO:0072562|blood microparticle|cellular_component#GO:2000427|positive regulation of apoptotic cell clearance|biological_process"," protein binding","GO:0001849: complement component C1q binding#GO:0004866: endopeptidase inhibitor activity#GO:0005515: protein binding","GO:0001849: complement component C1q binding,GO:0004866: endopeptidase inhibitor activity,GO:0005515: protein binding","Extracellular","9","0","","","","","2017-02-20"
"126054","Homo sapiens","9606","ENSG00000206337","10866","HCP5","HLA complex P5 (non-protein coding) ","6S2650E|D6S2650E|P5-1","HCP5|IDBG-126054|ENSG00000206337|10866","31400702","31477506","1","6","p21.33","","","","","Unknown","1","0","","","","","2017-02-20"
"227097","Homo sapiens","9606","ENSG00000215788","8718","TNFRSF25","tumor necrosis factor receptor superfamily, member 25 ","APO-3|DDR3|DR3|LARD|TNFRSF12|TR3|TRAMP|WSL-1|WSL-LR","TNFRSF25|IDBG-227097|ENSG00000215788|8718","6461151","6466195","-1","1","p36.31","GO:0004872|receptor activity|molecular_function#GO:0005031|tumor necrosis factor-activated receptor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005829|cytosol|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0006915|apoptotic process|biological_process#GO:0007165|signal transduction|biological_process#GO:0007166|cell surface receptor signaling pathway|biological_process#GO:0033209|tumor necrosis factor-mediated signaling pathway|biological_process#GO:0042981|regulation of apoptotic process|biological_process#GO:0097190|apoptotic signaling pathway|biological_process"," protein binding","GO:0004872: receptor activity#GO:0005031: tumor necrosis factor-activated receptor activity#GO:0005515: protein binding","GO:0004872: receptor activity,GO:0005031: tumor necrosis factor-activated receptor activity,GO:0005515: protein binding","Extracellular","12","0","87697|87699|87701|87705|87707|365521|589436|591687|475974|480819|478125|721741","","Tnfrsf25|IDBG-206339|ENSMUSG00000024793|85030","BT.30010|IDBG-633838|ENSBTAG00000006519|783432","2017-02-20"
"229951","Homo sapiens","9606","ENSG00000215182","4586","MUC5AC","mucin 5AC, oligomeric mucus/gel-forming ","leB|MUC5|TBM","MUC5AC|IDBG-229951|ENSG00000215182|4586","1157953","1201138","1","11","p15.5","GO:0005515|protein binding|molecular_function"," protein binding","GO:0005515: protein binding","GO:0005515: protein binding","Unknown","4","0","812361","","Muc5ac|IDBG-212386|ENSMUSG00000037974|17833","IDBG-645651|IDBG-645651|ENSBTAG00000038262|","2017-02-20"
"230487","Homo sapiens","9606","ENSG00000223865","3115","HLA-DPB1","major histocompatibility complex, class II, DP beta 1 ","DPB1|HLA-DP|HLA-DP1B|HLA-DPB","HLA-DPB1|IDBG-230487|ENSG00000223865|3115","33075926","33087201","1","6","p21.32","GO:0000139|Golgi membrane|cellular_component#GO:0002504|antigen processing and presentation of peptide or polysaccharide antigen via MHC class II|biological_process#GO:0005515|protein binding|molecular_function#GO:0005765|lysosomal membrane|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0006955|immune response|biological_process#GO:0009986|cell surface|cellular_component#GO:0010008|endosome membrane|cellular_component#GO:0012507|ER to Golgi transport vesicle membrane|cellular_component#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0019221|cytokine-mediated signaling pathway|biological_process#GO:0019882|antigen processing and presentation|biological_process#GO:0019886|antigen processing and presentation of exogenous peptide antigen via MHC class II|biological_process#GO:0030658|transport vesicle membrane|cellular_component#GO:0030666|endocytic vesicle membrane|cellular_component#GO:0030669|clathrin-coated endocytic vesicle membrane|cellular_component#GO:0031295|T cell costimulation|biological_process#GO:0032588|trans-Golgi network membrane|cellular_component#GO:0032729|positive regulation of interferon-gamma production|biological_process#GO:0042102|positive regulation of T cell proliferation|biological_process#GO:0042605|peptide antigen binding|molecular_function#GO:0042613|MHC class II protein complex|cellular_component#GO:0050852|T cell receptor signaling pathway|biological_process#GO:0050870|positive regulation of T cell activation|biological_process#GO:0060333|interferon-gamma-mediated signaling pathway|biological_process#GO:0071556|integral component of lumenal side of endoplasmic reticulum membrane|cellular_component"," peptide antigen binding","GO:0005515: protein binding#GO:0042605: peptide antigen binding","GO:0005515: protein binding,GO:0042605: peptide antigen binding","Cell surface","6","0","","","","","2017-02-20"
"235580","Homo sapiens","9606","ENSG00000214042","3444","IFNA7","interferon, alpha 7 ","IFN-alphaJ|IFNA-J","IFNA7|IDBG-235580|ENSG00000214042|3444","21201469","21202205","-1","9","p21.3","GO:0002250|adaptive immune response|biological_process#GO:0002286|T cell activation involved in immune response|biological_process#GO:0002323|natural killer cell activation involved in immune response|biological_process#GO:0005125|cytokine activity|molecular_function#GO:0005126|cytokine receptor binding|molecular_function#GO:0005132|type I interferon receptor binding|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005615|extracellular space|cellular_component#GO:0006952|defense response|biological_process#GO:0006959|humoral immune response|biological_process#GO:0007267|cell-cell signaling|biological_process#GO:0007596|blood coagulation|biological_process#GO:0009615|response to virus|biological_process#GO:0019221|cytokine-mediated signaling pathway|biological_process#GO:0030183|B cell differentiation|biological_process#GO:0033141|positive regulation of peptidyl-serine phosphorylation of STAT protein|biological_process#GO:0042100|B cell proliferation|biological_process#GO:0043330|response to exogenous dsRNA|biological_process#GO:0045087|innate immune response|biological_process#GO:0045343|regulation of MHC class I biosynthetic process|biological_process#GO:0051607|defense response to virus|biological_process#GO:0060337|type I interferon signaling pathway|biological_process#GO:0060338|regulation of type I interferon-mediated signaling pathway|biological_process"," type I interferon receptor binding","GO:0005125: cytokine activity#GO:0005126: cytokine receptor binding#GO:0005132: type I interferon receptor binding","GO:0005125: cytokine activity,GO:0005126: cytokine receptor binding,GO:0005132: type I interferon receptor binding","Extracellular","4","0","53716","","","","2017-02-20"
"236376","Homo sapiens","9606","ENSG00000213949","3672","ITGA1","integrin, alpha 1 ","CD49a|VLA1","ITGA1|IDBG-236376|ENSG00000213949|3672","52787896","52959210","1","5","q11.2","GO:0000187|activation of MAPK activity|biological_process#GO:0001669|acrosomal vesicle|cellular_component#GO:0005102|receptor binding|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005518|collagen binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005925|focal adhesion|cellular_component#GO:0006936|muscle contraction|biological_process#GO:0007155|cell adhesion|biological_process#GO:0007229|integrin-mediated signaling pathway|biological_process#GO:0007411|axon guidance|biological_process#GO:0007596|blood coagulation|biological_process#GO:0008285|negative regulation of cell proliferation|biological_process#GO:0008305|integrin complex|cellular_component#GO:0009897|external side of plasma membrane|cellular_component#GO:0009986|cell surface|cellular_component#GO:0016020|membrane|cellular_component#GO:0019903|protein phosphatase binding|molecular_function#GO:0030198|extracellular matrix organization|biological_process#GO:0030593|neutrophil chemotaxis|biological_process#GO:0032516|positive regulation of phosphoprotein phosphatase activity|biological_process#GO:0042059|negative regulation of epidermal growth factor receptor signaling pathway|biological_process#GO:0042311|vasodilation|biological_process#GO:0043005|neuron projection|cellular_component#GO:0043204|perikaryon|cellular_component#GO:0043525|positive regulation of neuron apoptotic process|biological_process#GO:0045121|membrane raft|cellular_component#GO:0045123|cellular extravasation|biological_process#GO:0045178|basal part of cell|cellular_component#GO:0046872|metal ion binding|molecular_function#GO:0048812|neuron projection morphogenesis|biological_process#GO:0060326|cell chemotaxis|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component"," metal ion binding","GO:0005102: receptor binding#GO:0005515: protein binding#GO:0005518: collagen binding#GO:0019903: protein phosphatase binding#GO:0046872: metal ion binding","GO:0005102: receptor binding,GO:0005515: protein binding,GO:0005518: collagen binding,GO:0019903: protein phosphatase binding,GO:0046872: metal ion binding","Cell surface","17","0","20218","","Itga1|IDBG-184097|ENSMUSG00000042284|109700","BT.83070|IDBG-629417|ENSBTAG00000016525|528728,535951","2017-02-20"
"236583","Homo sapiens","9606","ENSG00000213928","10379","IRF9","interferon regulatory factor 9 ","","IRF9|IDBG-236583|ENSG00000213928|10379","24161053","24166565","1","14","q12","GO:0000975|regulatory region DNA binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005654|nucleoplasm|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0006366|transcription from RNA polymerase II promoter|biological_process#GO:0007166|cell surface receptor signaling pathway|biological_process#GO:0019221|cytokine-mediated signaling pathway|biological_process#GO:0045087|innate immune response|biological_process#GO:0045351|type I interferon biosynthetic process|biological_process#GO:0051607|defense response to virus|biological_process#GO:0060333|interferon-gamma-mediated signaling pathway|biological_process#GO:0060337|type I interferon signaling pathway|biological_process"," protein binding","GO:0000975: regulatory region DNA binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0005515: protein binding","GO:0000975: regulatory region DNA binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0005515: protein binding","Nucleus","62","14","3589|236585|591388|599523|599669|594614|595105","","Irf9|IDBG-164579|ENSMUSG00000002325|16391","BT.92462|IDBG-645738|ENSBTAG00000005816|509855","2017-02-20"
"236604","Homo sapiens","9606","ENSG00000213927","10850","CCL27","chemokine (C-C motif) ligand 27 ","ALP|CTACK|CTAK|ESKINE|ILC|PESKY|SCYA27","CCL27|IDBG-236604|ENSG00000213927|10850","34661880","34664048","-1","9","p13.3","GO:0005576|extracellular region|cellular_component#GO:0005615|extracellular space|cellular_component#GO:0006935|chemotaxis|biological_process#GO:0006955|immune response|biological_process#GO:0007267|cell-cell signaling|biological_process#GO:0008009|chemokine activity|molecular_function#GO:0060326|cell chemotaxis|biological_process"," chemokine activity","GO:0008009: chemokine activity","GO:0008009: chemokine activity","Extracellular","2","0","60962","","","CCL27|IDBG-635969|ENSBTAG00000014908|101902682","2017-02-20"
"236766","Homo sapiens","9606","ENSG00000213906","56413","LTB4R2","leukotriene B4 receptor 2 ","","LTB4R2|IDBG-236766|ENSG00000213906|56413","24305734","24312053","1","14","q12","GO:0001632|leukotriene B4 receptor activity|molecular_function#GO:0004930|G-protein coupled receptor activity|molecular_function#GO:0004974|leukotriene receptor activity|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0006935|chemotaxis|biological_process#GO:0007165|signal transduction|biological_process#GO:0007186|G-protein coupled receptor signaling pathway|biological_process#GO:0007194|negative regulation of adenylate cyclase activity|biological_process#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0051546|keratinocyte migration|biological_process"," leukotriene receptor activity","GO:0001632: leukotriene B4 receptor activity#GO:0004930: G-protein coupled receptor activity#GO:0004974: leukotriene receptor activity","GO:0001632: leukotriene B4 receptor activity,GO:0004930: G-protein coupled receptor activity,GO:0004974: leukotriene receptor activity","Plasma membrane","5","0","586832|589178|592783|586892|583593","","Ltb4r2|IDBG-165771|ENSMUSG00000040432|57260","LTB4R2|IDBG-645693|ENSBTAG00000040056|513386","2017-02-20"
"236774","Homo sapiens","9606","ENSG00000213903","1241","LTB4R","leukotriene B4 receptor ","BLT1|BLTR|CMKRL1|GPR16|LTB4R1|LTBR1|P2RY7|P2Y7","LTB4R|IDBG-236774|ENSG00000213903|1241","24311450","24318036","1","14","q12","GO:0000166|nucleotide binding|molecular_function#GO:0001632|leukotriene B4 receptor activity|molecular_function#GO:0004930|G-protein coupled receptor activity|molecular_function#GO:0004974|leukotriene receptor activity|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0006928|cellular component movement|biological_process#GO:0006936|muscle contraction|biological_process#GO:0006954|inflammatory response|biological_process#GO:0006955|immune response|biological_process#GO:0007165|signal transduction|biological_process#GO:0007186|G-protein coupled receptor signaling pathway|biological_process#GO:0007200|phospholipase C-activating G-protein coupled receptor signaling pathway|biological_process#GO:0016021|integral component of membrane|cellular_component#GO:0045087|innate immune response|biological_process"," leukotriene receptor activity","GO:0000166: nucleotide binding#GO:0001632: leukotriene B4 receptor activity#GO:0004930: G-protein coupled receptor activity#GO:0004974: leukotriene receptor activity","GO:0000166: nucleotide binding,GO:0001632: leukotriene B4 receptor activity,GO:0004930: G-protein coupled receptor activity,GO:0004974: leukotriene receptor activity","Plasma membrane","3","0","3814|236776|236778|599212|583898","","Ltb4r1|IDBG-165796|ENSMUSG00000046908|16995","LTB4R|IDBG-645690|ENSBTAG00000010238|613482","2017-02-20"
"236915","Homo sapiens","9606","ENSG00000213886","10537","UBD","ubiquitin D ","FAT10|GABBR1|UBD-3","UBD|IDBG-236915|ENSG00000213886|10537","29555515","29559925","-1","6","p22.1","GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0006508|proteolysis|biological_process#GO:0006511|ubiquitin-dependent protein catabolic process|biological_process#GO:0010243|response to organonitrogen compound|biological_process#GO:0016235|aggresome|cellular_component#GO:0016567|protein ubiquitination|biological_process#GO:0032446|protein modification by small protein conjugation|biological_process#GO:0034341|response to interferon-gamma|biological_process#GO:0034612|response to tumor necrosis factor|biological_process#GO:0043011|myeloid dendritic cell differentiation|biological_process#GO:0043065|positive regulation of apoptotic process|biological_process#GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling|biological_process#GO:0045087|innate immune response|biological_process#GO:0070628|proteasome binding|molecular_function#GO:0070842|aggresome assembly|biological_process"," proteasome binding","GO:0005515: protein binding#GO:0070628: proteasome binding","GO:0005515: protein binding,GO:0070628: proteasome binding","Nucleus","663","2","72961","","Ubd|IDBG-182308|ENSMUSG00000035186|24108","","2017-02-20"
"237489","Homo sapiens","9606","ENSG00000213809","100528032,22914","KLRK1","killer cell lectin-like receptor subfamily K, member 1 ","","KLRK1|IDBG-237489|ENSG00000213809|100528032,22914","10372353","10391874","-1","12","p13.2","GO:0004872|receptor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0007165|signal transduction|biological_process#GO:0009986|cell surface|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0030101|natural killer cell activation|biological_process#GO:0030154|cell differentiation|biological_process#GO:0030246|carbohydrate binding|molecular_function#GO:0031295|T cell costimulation|biological_process#GO:0045087|innate immune response|biological_process#GO:0045954|positive regulation of natural killer cell mediated cytotoxicity|biological_process#GO:0050776|regulation of immune response|biological_process"," carbohydrate binding","GO:0004872: receptor activity#GO:0005515: protein binding#GO:0030246: carbohydrate binding","GO:0004872: receptor activity,GO:0005515: protein binding,GO:0030246: carbohydrate binding","Cell surface","6","4","18875|237491|602639","","Klrk1|IDBG-192142|ENSMUSG00000030149|27007","BT.24545|IDBG-639540|ENSBTAG00000004917|404058","2017-02-20"
"238590","Homo sapiens","9606","ENSG00000213722","23564","DDAH2","dimethylarginine dimethylaminohydrolase 2 ","DDAH|DDAHII|G6a|HEL-S-277|NG30","DDAH2|IDBG-238590|ENSG00000213722|23564","31727038","31730617","-1","6","p21.33","GO:0000052|citrulline metabolic process|biological_process#GO:0003824|catalytic activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005737|cytoplasm|cellular_component#GO:0005739|mitochondrion|cellular_component#GO:0006525|arginine metabolic process|biological_process#GO:0006527|arginine catabolic process|biological_process#GO:0006809|nitric oxide biosynthetic process|biological_process#GO:0007263|nitric oxide mediated signal transduction|biological_process#GO:0016403|dimethylargininase activity|molecular_function#GO:0016597|amino acid binding|molecular_function#GO:0016813|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines|molecular_function#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0045429|positive regulation of nitric oxide biosynthetic process|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component"," hydrolase activity","GO:0003824: catalytic activity#GO:0005515: protein binding#GO:0016403: dimethylargininase activity#GO:0016597: amino acid binding#GO:0016813: hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines","GO:0003824: catalytic activity,GO:0005515: protein binding,GO:0016403: dimethylargininase activity,GO:0016597: amino acid binding,GO:0016813: hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines","Cytoplasm","44","0","78862|78864|78866|372470|372478|372483","","Ddah2|IDBG-176274|ENSMUSG00000007039|51793","DDAH2|IDBG-633979|ENSBTAG00000013530|540386","2017-02-20"
"239499","Homo sapiens","9606","ENSG00000213658","27040","LAT","linker for activation of T cells ","","LAT|IDBG-239499|ENSG00000213658|27040","28984826","28990783","1","16","p11.2","GO:0001772|immunological synapse|cellular_component#GO:0002260|lymphocyte homeostasis|biological_process#GO:0005070|SH3/SH2 adaptor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005911|cell-cell junction|cellular_component#GO:0006954|inflammatory response|biological_process#GO:0006955|immune response|biological_process#GO:0007165|signal transduction|biological_process#GO:0007229|integrin-mediated signaling pathway|biological_process#GO:0007265|Ras protein signal transduction|biological_process#GO:0007596|blood coagulation|biological_process#GO:0008180|COP9 signalosome|cellular_component#GO:0009967|positive regulation of signal transduction|biological_process#GO:0010467|gene expression|biological_process#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0019722|calcium-mediated signaling|biological_process#GO:0019901|protein kinase binding|molecular_function#GO:0030168|platelet activation|biological_process#GO:0035556|intracellular signal transduction|biological_process#GO:0038095|Fc-epsilon receptor signaling pathway|biological_process#GO:0042110|T cell activation|biological_process#GO:0042629|mast cell granule|cellular_component#GO:0043303|mast cell degranulation|biological_process#GO:0045087|innate immune response|biological_process#GO:0045121|membrane raft|cellular_component#GO:0048872|homeostasis of number of cells|biological_process#GO:0050852|T cell receptor signaling pathway|biological_process#GO:0050863|regulation of T cell activation|biological_process"," protein kinase binding","GO:0005070: SH3/SH2 adaptor activity#GO:0005515: protein binding#GO:0019901: protein kinase binding","GO:0005070: SH3/SH2 adaptor activity,GO:0005515: protein binding,GO:0019901: protein kinase binding","Cell surface","66","2","23922|239501|239503|374458|745680|745507|746939|749311","","Lat|IDBG-209436|ENSMUSG00000030742|16797","BT.26847|IDBG-638875|ENSBTAG00000021249|514735","2017-02-20"
"239563","Homo sapiens","9606","ENSG00000213654","63940","GPSM3","G-protein signaling modulator 3 ","","GPSM3|IDBG-239563|ENSG00000213654|63940","32190766","32195523","-1","6","p21.32","GO:0003674|molecular_function|molecular_function#GO:0005092|GDP-dissociation inhibitor activity|molecular_function#GO:0005575|cellular_component|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0008150|biological_process|biological_process#GO:0008277|regulation of G-protein coupled receptor protein signaling pathway|biological_process#GO:0030695|GTPase regulator activity|molecular_function#GO:0050790|regulation of catalytic activity|biological_process"," GTPase regulator activity","GO:0003674: molecular_function#GO:0005092: GDP-dissociation inhibitor activity#GO:0030695: GTPase regulator activity","GO:0003674: molecular_function,GO:0005092: GDP-dissociation inhibitor activity,GO:0030695: GTPase regulator activity","Cytoplasm","4","0","80595|80597|590291|603801|812638","","Gpsm3|IDBG-171982|ENSMUSG00000034786|106512","","2017-02-20"
"242684","Homo sapiens","9606","ENSG00000213402","5790","PTPRCAP","protein tyrosine phosphatase, receptor type, C-associated protein ","CD45-AP|LPAP","PTPRCAP|IDBG-242684|ENSG00000213402|5790","67435510","67438067","-1","11","q13.2","GO:0005886|plasma membrane|cellular_component#GO:0006952|defense response|biological_process#GO:0016021|integral component of membrane|cellular_component","","","","Plasma membrane","6","1","60384","","Ptprcap|IDBG-129129|ENSMUSG00000045826|19265","PTPRCAP|IDBG-644732|ENSBTAG00000004782|618341","2017-02-20"
"243385","Homo sapiens","9606","ENSG00000213341","1147","CHUK","conserved helix-loop-helix ubiquitous kinase ","IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16","CHUK|IDBG-243385|ENSG00000213341|1147","100188298","100229619","-1","10","q24.31","GO:0001101|response to acid|biological_process#GO:0002011|morphogenesis of an epithelial sheet|biological_process#GO:0002224|toll-like receptor signaling pathway|biological_process#GO:0002755|MyD88-dependent toll-like receptor signaling pathway|biological_process#GO:0002756|MyD88-independent toll-like receptor signaling pathway|biological_process#GO:0003009|skeletal muscle contraction|biological_process#GO:0004672|protein kinase activity|molecular_function#GO:0004713|protein tyrosine kinase activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005524|ATP binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006468|protein phosphorylation|biological_process#GO:0006954|inflammatory response|biological_process#GO:0006955|immune response|biological_process#GO:0007173|epidermal growth factor receptor signaling pathway|biological_process#GO:0007249|I-kappaB kinase/NF-kappaB signaling|biological_process#GO:0007252|I-kappaB phosphorylation|biological_process#GO:0007266|Rho protein signal transduction|biological_process#GO:0007595|lactation|biological_process#GO:0008384|IkappaB kinase activity|molecular_function#GO:0008385|IkappaB kinase complex|cellular_component#GO:0008543|fibroblast growth factor receptor signaling pathway|biological_process#GO:0009615|response to virus|biological_process#GO:0009636|response to toxic substance|biological_process#GO:0009653|anatomical structure morphogenesis|biological_process#GO:0009898|cytoplasmic side of plasma membrane|cellular_component#GO:0010033|response to organic substance|biological_process#GO:0016772|transferase activity, transferring phosphorus-containing groups|molecular_function#GO:0030316|osteoclast differentiation|biological_process#GO:0032481|positive regulation of type I interferon production|biological_process#GO:0032496|response to lipopolysaccharide|biological_process#GO:0033194|response to hydroperoxide|biological_process#GO:0033598|mammary gland epithelial cell proliferation|biological_process#GO:0034134|toll-like receptor 2 signaling pathway|biological_process#GO:0034138|toll-like receptor 3 signaling pathway|biological_process#GO:0034142|toll-like receptor 4 signaling pathway|biological_process#GO:0034146|toll-like receptor 5 signaling pathway|biological_process#GO:0034162|toll-like receptor 9 signaling pathway|biological_process#GO:0034166|toll-like receptor 10 signaling pathway|biological_process#GO:0035631|CD40 receptor complex|cellular_component#GO:0035666|TRIF-dependent toll-like receptor signaling pathway|biological_process#GO:0035872|nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway|biological_process#GO:0038095|Fc-epsilon receptor signaling pathway|biological_process#GO:0038123|toll-like receptor TLR1:TLR2 signaling pathway|biological_process#GO:0038124|toll-like receptor TLR6:TLR2 signaling pathway|biological_process#GO:0042475|odontogenesis of dentin-containing tooth|biological_process#GO:0042493|response to drug|biological_process#GO:0042803|protein homodimerization activity|molecular_function#GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling|biological_process#GO:0043200|response to amino acid|biological_process#GO:0043231|intracellular membrane-bounded organelle|cellular_component#GO:0045087|innate immune response|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0046982|protein heterodimerization activity|molecular_function#GO:0048011|neurotrophin TRK receptor signaling pathway|biological_process#GO:0048015|phosphatidylinositol-mediated signaling|biological_process#GO:0050852|T cell receptor signaling pathway|biological_process#GO:0051092|positive regulation of NF-kappaB transcription factor activity|biological_process#GO:0051146|striated muscle cell differentiation|biological_process#GO:0060749|mammary gland alveolus development|biological_process#GO:0070423|nucleotide-binding oligomerization domain containing signaling pathway|biological_process#GO:0071356|cellular response to tumor necrosis factor|biological_process#GO:0097110|scaffold protein binding|molecular_function"," transferase activity","GO:0004672: protein kinase activity#GO:0004713: protein tyrosine kinase activity#GO:0005515: protein binding#GO:0005524: ATP binding#GO:0008384: IkappaB kinase activity#GO:0016772: transferase activity, transferring phosphorus-containing groups#GO:0042803: protein homodimerization activity#GO:0046982: protein heterodimerization activity#GO:0097110: scaffold protein binding","GO:0004672: protein kinase activity,GO:0004713: protein tyrosine kinase activity,GO:0005515: protein binding,GO:0005524: ATP binding,GO:0008384: IkappaB kinase activity,GO:0016772: transferase activity, transferring phosphorus-containing groups,GO:0042803: protein homodimerization activity,GO:0046982: protein heterodimerization activity,GO:0097110: scaffold protein binding","Nucleus","267","25","86266","","Chuk|IDBG-169132|ENSMUSG00000025199|12675","CHUK|IDBG-638708|ENSBTAG00000007591|281073","2017-02-20"
"246055","Homo sapiens","9606","ENSG00000213088","2532","DARC","Duffy blood group, chemokine receptor ","CCBP1|CD234|DARC|Dfy|FY|GPD|GpFy|WBCQ1","DARC|IDBG-246055|ENSG00000213088|2532","159203307","159206500","1","1","q23.2","GO:0004872|receptor activity|molecular_function#GO:0004888|transmembrane signaling receptor activity|molecular_function#GO:0004930|G-protein coupled receptor activity|molecular_function#GO:0005769|early endosome|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0006952|defense response|biological_process#GO:0006954|inflammatory response|biological_process#GO:0007186|G-protein coupled receptor signaling pathway|biological_process#GO:0016021|integral component of membrane|cellular_component#GO:0019956|chemokine binding|molecular_function#GO:0019957|C-C chemokine binding|molecular_function#GO:0032642|regulation of chemokine production|biological_process#GO:0055037|recycling endosome|cellular_component#GO:0070098|chemokine-mediated signaling pathway|biological_process"," C-C chemokine binding","GO:0004872: receptor activity#GO:0004888: transmembrane signaling receptor activity#GO:0004930: G-protein coupled receptor activity#GO:0019956: chemokine binding#GO:0019957: C-C chemokine binding","GO:0004872: receptor activity,GO:0004888: transmembrane signaling receptor activity,GO:0004930: G-protein coupled receptor activity,GO:0019956: chemokine binding,GO:0019957: C-C chemokine binding","Plasma membrane","7","0","103874|103878|389202|595336","","Darc|IDBG-205828|ENSMUSG00000037872|13349","BT.27077|IDBG-630777|ENSBTAG00000003220|528076","2017-02-20"
"247106","Homo sapiens","9606","ENSG00000213016","","KIR3DL2","killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2","","KIR3DL2|IDBG-247106|ENSG00000213016|","54521723","54522031","1","19","q13.42","GO:0045087|innate immune response|biological_process","","","","Unknown","0","0","","","","","2017-02-20"
