Interactor	Canonical Name	Naming Convention	Major Loc With Loc Score	Minor Loc	Loc Experimental System Type	Loc Source DB	Interaction Source DB	Taxonomy ID
G5EA36	Cell division cycle 27, isoform CRA_c	UniProtKB/TrEmbl/P	Nucleus(0.8)	GO:0005654	Experimental: annotated protein expression (APE)	The Human Protein Atlas	BioGRID	9606
Q6FHX6	Flap endonuclease 1	UniProtKB/TrEmbl/P	Nucleus(0.8)	GO:0005634	Experimental: experimental	eSLDB	BioGRID	9606
A0A0A0MRN4	DBIRD complex subunit ZNF326	UniProtKB/TrEmbl/P	Cytosol(0.94)|Nucleus(0.8)|Secretory-pathway(0.8)	GO:0005737|GO:0043231|GO:0005654|GO:0005794	Predicted: SVM decision tree|Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)	eSLDB|The Human Protein Atlas|The Human Protein Atlas|The Human Protein Atlas	BioGRID	9606
P86478	Proline-rich protein 20E	UniProtKB/Swiss-Prot/P	Cytosol(0.7)|Nucleus(0.7)|Extracellular(0.7)	GO:0005737|GO:0005634|GO:0005576	Predicted: SVM decision tree|Predicted: pTarget method|Predicted: PAML algorithm	eSLDB|LOCATE|PA-GOSUB	BioGRID	9606
P86479	Proline-rich protein 20C	UniProtKB/Swiss-Prot/P	Cytosol(0.7)|Nucleus(0.7)|Extracellular(0.7)	GO:0005737|GO:0005634|GO:0005576	Predicted: SVM decision tree|Predicted: pTarget method|Predicted: PAML algorithm	eSLDB|LOCATE|PA-GOSUB	BioGRID	9606
P86480	Proline-rich protein 20D	UniProtKB/Swiss-Prot/P	Cytosol(0.7)|Nucleus(0.7)|Extracellular(0.7)	GO:0005737|GO:0005634|GO:0005576	Predicted: SVM decision tree|Predicted: pTarget method|Predicted: PAML algorithm	eSLDB|LOCATE|PA-GOSUB	BioGRID	9606
P86481	Proline-rich protein 20B	UniProtKB/Swiss-Prot/P	Cytosol(0.7)|Nucleus(0.7)|Extracellular(0.7)	GO:0005737|GO:0005634|GO:0005576	Predicted: SVM decision tree|Predicted: pTarget method|Predicted: PAML algorithm	eSLDB|LOCATE|PA-GOSUB	BioGRID	9606
P86496	Proline-rich protein 20A	UniProtKB/Swiss-Prot/P	Cytosol(0.7)|Nucleus(0.7)|Extracellular(0.7)	GO:0005737|GO:0005634|GO:0005576	Predicted: SVM decision tree|Predicted: pTarget method|Predicted: PAML algorithm	eSLDB|LOCATE|PA-GOSUB	BioGRID	9606
A0A087X0W8	Transcription factor p65	UniProtKB/TrEmbl/P	Cytosol(0.8)	GO:0005829	Experimental: annotated protein expression (APE)	The Human Protein Atlas	BioGRID	9606
P13674	Prolyl 4-hydroxylase subunit alpha-1	UniProtKB/Swiss-Prot/P	Secretory-pathway(1)|Cytosol(0.96)|Mitochondrion(0.96)|Extracellular(0.8)|Membrane(0.86)	GO:secretory_pathway|GO:0043231|GO:0043231|GO:0005739|GO:0005739|GO:0005783|GO:0005783|GO:0005783|GO:0005783|GO:0005783|GO:0005783|GO:0016222|GO:0005788|GO:0005576|GO:0016020|GO:0016020	Predicted: SVM decision tree|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: experimental|Experimental: inferred from direct assay|Predicted: pTarget method|Experimental: experimental|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Unknown: inferred from electronic annotation|Unknown: traceable author statement|Experimental: experimental|Unknown: HDA|Experimental: experimental	eSLDB|GO|The Human Protein Atlas|GO|The Human Protein Atlas|eSLDB|GO|LOCATE|Organelle|PA-GOSUB|The Human Protein Atlas|GO|GO|MatrixDB|GO|MatrixDB	BioGRID	9606
Q5VSQ6	Procollagen-proline, 2-oxoglutarate 4-dioxygenase (Proline 4-hydroxylase), alpha polypeptide I variant	UniProtKB/TrEmbl/P	Secretory-pathway(0.91)	GO:secretory_pathway|GO:0005783	Predicted: SVM decision tree|Predicted: pTarget method	eSLDB|LOCATE	BioGRID	9606
