"gene_id"	"gene_type"	"gene_name"
"ENSG00000255237"	"antisense"	"RP13-317D12.3"
"ENSG00000254739"	"antisense"	"RP13-46H24.1"
"ENSG00000254815"	"antisense"	"RP11-496I9.1"
"ENSG00000247095"	"lincRNA"	"MIR210HG"
"ENSG00000255158"	"antisense"	"RP11-754B17.1"
"ENSG00000269915"	"antisense"	"AP006621.9"
"ENSG00000255284"	"lincRNA"	"AP006621.5"
"ENSG00000279672"	"TEC"	"CMB9-55F22.1"
"ENSG00000255142"	"lincRNA"	"AP006621.6"
"ENSG00000255108"	"antisense"	"AP006621.8"
"ENSG00000250397"	"antisense"	"RP11-1391J7.1"
"ENSG00000254872"	"lincRNA"	"RP13-870H17.3"
"ENSG00000198788"	"processed_transcript"	"MUC2"
"ENSG00000255177"	"antisense"	"RP11-532E4.2"
"ENSG00000255153"	"antisense"	"TOLLIP-AS1"
"ENSG00000233930"	"antisense"	"KRTAP5-AS1"
"ENSG00000231487"	"lincRNA"	"AP006285.7"
"ENSG00000205866"	"lincRNA"	"FAM99A"
"ENSG00000205865"	"antisense"	"FAM99B"
"ENSG00000227306"	"lincRNA"	"AP006285.6"
"ENSG00000235027"	"antisense"	"AC068580.6"
"ENSG00000229512"	"sense_intronic"	"AC068580.5"
"ENSG00000230834"	"lincRNA"	"AC068580.7"
"ENSG00000249086"	"sense_overlapping"	"AC051649.12"
"ENSG00000229671"	"lincRNA"	"LINC01150"
"ENSG00000226416"	"antisense"	"MRPL23-AS1"
"ENSG00000232987"	"lincRNA"	"LINC01219"
"ENSG00000130600"	"processed_transcript"	"H19"
"ENSG00000240801"	"3prime_overlapping_ncrna"	"AC132217.4"
"ENSG00000099869"	"antisense"	"IGF2-AS"
"ENSG00000238184"	"antisense"	"CD81-AS1"
"ENSG00000230483"	"antisense"	"AC124057.5"
"ENSG00000269821"	"antisense"	"KCNQ1OT1"
"ENSG00000229414"	"antisense"	"KCNQ1-AS1"
"ENSG00000237941"	"antisense"	"KCNQ1DN"
"ENSG00000254827"	"antisense"	"SLC22A18AS"
"ENSG00000183562"	"antisense"	"CTC-343N3.1"
"ENSG00000247473"	"antisense"	"CARS-AS1"
"ENSG00000234791"	"antisense"	"AC108448.3"
"ENSG00000236301"	"antisense"	"MRGPRG-AS1"
"ENSG00000224513"	"antisense"	"AC109309.4"
"ENSG00000254592"	"antisense"	"RP5-1173A5.1"
"ENSG00000254757"	"lincRNA"	"RP13-726E6.1"
"ENSG00000255367"	"lincRNA"	"RP13-726E6.2"
"ENSG00000250404"	"sense_overlapping"	"AC090587.2"
"ENSG00000228661"	"antisense"	"AC090587.5"
"ENSG00000229368"	"sense_overlapping"	"AC090587.4"
"ENSG00000255276"	"antisense"	"RRM1-AS1"
"ENSG00000254480"	"lincRNA"	"RP11-23F23.2"
"ENSG00000236897"	"lincRNA"	"AC113331.9"
"ENSG00000224091"	"antisense"	"AC104389.16"
"ENSG00000260629"	"sense_overlapping"	"BGLT3"
"ENSG00000167355"	"processed_transcript"	"AC104389.28"
"ENSG00000239920"	"antisense"	"AC015691.13"
"ENSG00000255257"	"lincRNA"	"AC025016.1"
"ENSG00000254444"	"sense_overlapping"	"RP11-290F24.3"
"ENSG00000267940"	"lincRNA"	"RP11-290F24.6"
"ENSG00000254443"	"lincRNA"	"RP11-304C12.3"
"ENSG00000254400"	"antisense"	"RP11-732A19.8"
"ENSG00000254641"	"sense_overlapping"	"RP11-732A19.2"
"ENSG00000255680"	"antisense"	"RP11-732A19.9"
"ENSG00000255390"	"antisense"	"RP11-732A19.5"
"ENSG00000255410"	"antisense"	"RP11-732A19.6"
"ENSG00000255179"	"lincRNA"	"RP11-324J3.1"
"ENSG00000251364"	"antisense"	"CTD-2516F10.2"
"ENSG00000254864"	"antisense"	"CTD-2516F10.4"
"ENSG00000275612"	"sense_intronic"	"RP11-35J10.6"
"ENSG00000276668"	"sense_intronic"	"RP11-35J10.7"
"ENSG00000271758"	"lincRNA"	"RP11-35J10.5"
"ENSG00000254707"	"antisense"	"RP11-35J10.4"
"ENSG00000254951"	"sense_overlapping"	"RP11-494M8.4"
"ENSG00000255420"	"antisense"	"CASC23"
"ENSG00000254921"	"antisense"	"RP11-236J17.6"
"ENSG00000248332"	"sense_intronic"	"TUB-AS1"
"ENSG00000279391"	"TEC"	"RP11-236J17.7"
"ENSG00000246820"	"lincRNA"	"RP11-379P15.1"
"ENSG00000254900"	"antisense"	"RP11-152H18.4"
"ENSG00000254665"	"antisense"	"RP11-152H18.3"
"ENSG00000255159"	"antisense"	"RP11-318C2.1"
"ENSG00000254860"	"antisense"	"TMEM9B-AS1"
"ENSG00000253973"	"antisense"	"RP11-467K18.2"
"ENSG00000255097"	"sense_intronic"	"RP11-5L12.1"
"ENSG00000254397"	"antisense"	"CTD-2371O3.2"
"ENSG00000268403"	"antisense"	"CTD-2371O3.3"
"ENSG00000245522"	"lincRNA"	"RP11-540A21.2"
"ENSG00000246273"	"antisense"	"SBF2-AS1"
"ENSG00000255476"	"antisense"	"RP11-1H15.2"
"ENSG00000254865"	"antisense"	"RP11-748C4.1"
"ENSG00000254554"	"antisense"	"RP11-351I24.1"
"ENSG00000177112"	"antisense"	"MRVI1-AS1"
"ENSG00000255125"	"antisense"	"RP11-685M7.5"
"ENSG00000246308"	"antisense"	"RP11-685M7.3"
"ENSG00000247271"	"antisense"	"ZBED5-AS1"
"ENSG00000250041"	"lincRNA"	"CTD-2003C8.2"
"ENSG00000254401"	"lincRNA"	"RP11-179A10.1"
"ENSG00000255260"	"lincRNA"	"CTD-3224I3.3"
"ENSG00000255351"	"antisense"	"RP11-567I13.1"
"ENSG00000255462"	"antisense"	"RP11-483L5.1"
"ENSG00000280288"	"TEC"	"RP11-756D7.2"
"ENSG00000254486"	"lincRNA"	"RP13-631K18.2"
"ENSG00000254991"	"lincRNA"	"RP13-631K18.3"
"ENSG00000255400"	"lincRNA"	"RP13-631K18.5"
"ENSG00000254680"	"antisense"	"RP11-265D17.2"
"ENSG00000254983"	"sense_intronic"	"RP11-573E11.2"
"ENSG00000254847"	"lincRNA"	"RP11-51B23.3"
"ENSG00000254688"	"antisense"	"RP11-47J17.3"
"ENSG00000255067"	"sense_intronic"	"RP11-47J17.1"
"ENSG00000203258"	"antisense"	"RP11-47J17.2"
"ENSG00000251381"	"lincRNA"	"LINC00958"
"ENSG00000254670"	"lincRNA"	"CTC-497E21.3"
"ENSG00000255558"	"lincRNA"	"CTC-497E21.5"
"ENSG00000254791"	"sense_intronic"	"FAR1-IT1"
"ENSG00000255411"	"lincRNA"	"RP11-98J9.1"
"ENSG00000254927"	"lincRNA"	"RP11-98J9.2"
"ENSG00000254930"	"lincRNA"	"RP11-98J9.3"
"ENSG00000254438"	"lincRNA"	"RP11-231N3.1"
"ENSG00000254418"	"antisense"	"RP11-21L19.1"
"ENSG00000254946"	"lincRNA"	"RP11-531H8.1"
"ENSG00000254789"	"lincRNA"	"RP11-531H8.2"
"ENSG00000254695"	"lincRNA"	"RP11-396O20.1"
"ENSG00000254645"	"lincRNA"	"RP11-396O20.2"
"ENSG00000254661"	"lincRNA"	"RP11-222N13.1"
"ENSG00000254878"	"antisense"	"CTD-3096P4.1"
"ENSG00000260196"	"antisense"	"RP1-239B22.5"
"ENSG00000254586"	"lincRNA"	"RP11-358H18.3"
"ENSG00000255335"	"antisense"	"RP11-358H18.2"
"ENSG00000255448"	"processed_transcript"	"RP1-59M18.2"
"ENSG00000255470"	"lincRNA"	"RP11-113D6.6"
"ENSG00000256006"	"sense_intronic"	"AC084117.3"
"ENSG00000256588"	"sense_intronic"	"RP11-613F22.8"
"ENSG00000247595"	"processed_transcript"	"SPTY2D1-AS1"
"ENSG00000279837"	"TEC"	"RP11-504G3.2"
"ENSG00000254966"	"antisense"	"RP11-1081L13.4"
"ENSG00000255244"	"antisense"	"RP11-583F24.8"
"ENSG00000255308"	"antisense"	"RP11-428C19.4"
"ENSG00000255160"	"lincRNA"	"RP11-428C19.5"
"ENSG00000255270"	"sense_intronic"	"NAV2-IT1"
"ENSG00000255043"	"antisense"	"NAV2-AS5"
"ENSG00000254622"	"antisense"	"NAV2-AS4"
"ENSG00000270607"	"lincRNA"	"RP11-359E10.1"
"ENSG00000254542"	"antisense"	"NAV2-AS3"
"ENSG00000254453"	"antisense"	"NAV2-AS2"
"ENSG00000254894"	"antisense"	"NAV2-AS1"
"ENSG00000279266"	"TEC"	"RP11-371I20.2"
"ENSG00000254906"	"antisense"	"RP11-701I24.3"
"ENSG00000255167"	"antisense"	"RP11-670N15.1"
"ENSG00000254820"	"lincRNA"	"CTD-2019O4.1"
"ENSG00000255372"	"antisense"	"CTD-3064C13.1"
"ENSG00000254768"	"antisense"	"CTD-2140G10.2"
"ENSG00000254540"	"antisense"	"CTD-2140G10.4"
"ENSG00000255323"	"lincRNA"	"LINC01495"
"ENSG00000255357"	"lincRNA"	"RP11-34N19.1"
"ENSG00000246225"	"antisense"	"RP11-17A1.3"
"ENSG00000255418"	"lincRNA"	"RP11-266A24.1"
"ENSG00000255193"	"lincRNA"	"RP11-945A11.1"
"ENSG00000254861"	"lincRNA"	"RP11-945A11.2"
"ENSG00000254594"	"lincRNA"	"RP11-2F20.1"
"ENSG00000254456"	"lincRNA"	"RP11-405K6.1"
"ENSG00000254754"	"lincRNA"	"RP11-20J1.1"
"ENSG00000255243"	"lincRNA"	"CTD-2507G9.1"
"ENSG00000254819"	"lincRNA"	"RP11-430L3.1"
"ENSG00000254560"	"antisense"	"BBOX1-AS1"
"ENSG00000254862"	"antisense"	"RP11-159H22.2"
"ENSG00000245573"	"antisense"	"BDNF-AS"
"ENSG00000254934"	"lincRNA"	"LINC00678"
"ENSG00000255496"	"sense_overlapping"	"RP11-587D21.4"
"ENSG00000255094"	"lincRNA"	"RP11-406D1.2"
"ENSG00000255322"	"lincRNA"	"RP11-22P4.1"
"ENSG00000254606"	"lincRNA"	"RP11-22P4.2"
"ENSG00000248990"	"lincRNA"	"RP11-960D24.1"
"ENSG00000249867"	"lincRNA"	"RP11-115J23.1"
"ENSG00000254526"	"lincRNA"	"RP11-466I1.1"
"ENSG00000254530"	"lincRNA"	"RP11-460B17.3"
"ENSG00000255227"	"lincRNA"	"RP11-460B17.2"
"ENSG00000255029"	"lincRNA"	"CTD-3012A18.1"
"ENSG00000255117"	"lincRNA"	"RP5-1027O15.1"
"ENSG00000254734"	"lincRNA"	"CTD-3138F19.1"
"ENSG00000261340"	"lincRNA"	"RP11-215H22.1"
"ENSG00000254532"	"lincRNA"	"RP11-624D11.2"
"ENSG00000255480"	"antisense"	"RP4-710M3.2"
"ENSG00000254489"	"antisense"	"RP5-1024C24.1"
"ENSG00000255525"	"antisense"	"RP1-296L11.1"
"ENSG00000228061"	"antisense"	"Z83001.1"
"ENSG00000281880"	"lincRNA"	"PAUPAR"
"ENSG00000254584"	"antisense"	"RP1-17K7.2"
"ENSG00000254836"	"antisense"	"RP1-17K7.3"
"ENSG00000254627"	"sense_intronic"	"RP1-17K7.1"
"ENSG00000255252"	"antisense"	"RP1-65P5.3"
"ENSG00000255375"	"lincRNA"	"RP1-65P5.5"
"ENSG00000183242"	"antisense"	"WT1-AS"
"ENSG00000280798"	"lincRNA"	"LINC00294"
"ENSG00000247151"	"antisense"	"CSTF3-AS1"
"ENSG00000255202"	"antisense"	"RP4-541C22.5"
"ENSG00000254508"	"antisense"	"FBXO3-AS1"
"ENSG00000255272"	"antisense"	"RP11-646J21.6"
"ENSG00000255169"	"lincRNA"	"RP11-646J21.3"
"ENSG00000254619"	"lincRNA"	"RP11-646J21.4"
"ENSG00000255133"	"lincRNA"	"RP11-646J21.2"
"ENSG00000184566"	"antisense"	"RP13-786C16.1"
"ENSG00000255271"	"lincRNA"	"RP4-594L9.2"
"ENSG00000255427"	"lincRNA"	"RP11-350D17.2"
"ENSG00000255521"	"antisense"	"RP4-607I7.1"
"ENSG00000255443"	"antisense"	"RP1-68D18.4"
"ENSG00000251194"	"sense_intronic"	"RP1-68D18.2"
"ENSG00000255004"	"antisense"	"RP1-68D18.3"
"ENSG00000255542"	"antisense"	"RP4-683L5.1"
"ENSG00000254669"	"lincRNA"	"RP5-945I17.2"
"ENSG00000254686"	"lincRNA"	"RP1-276E15.1"
"ENSG00000254919"	"antisense"	"RP11-698N11.2"
"ENSG00000255256"	"sense_intronic"	"RP5-916O11.2"
"ENSG00000280321"	"TEC"	"RP11-1110F20.1"
"ENSG00000254566"	"lincRNA"	"RP11-514F3.4"
"ENSG00000255186"	"sense_intronic"	"RP11-514F3.5"
"ENSG00000255060"	"antisense"	"RP11-219O3.2"
"ENSG00000280331"	"TEC"	"RP11-545D22.1"
"ENSG00000254516"	"lincRNA"	"RP11-159D8.1"
"ENSG00000279004"	"TEC"	"RP11-159D8.2"
"ENSG00000255477"	"lincRNA"	"RP11-63D14.1"
"ENSG00000255175"	"lincRNA"	"RP11-277K23.1"
"ENSG00000254562"	"lincRNA"	"LINC01493"
"ENSG00000279675"	"TEC"	"RP11-454H19.2"
"ENSG00000255132"	"lincRNA"	"RP11-63C8.1"
"ENSG00000255388"	"lincRNA"	"RP11-124G5.3"
"ENSG00000255171"	"lincRNA"	"LINC01499"
"ENSG00000255279"	"lincRNA"	"RP11-375D13.4"
"ENSG00000254822"	"lincRNA"	"RP11-375D13.3"
"ENSG00000255300"	"lincRNA"	"RP11-148I19.1"
"ENSG00000255109"	"lincRNA"	"CTD-2572N17.1"
"ENSG00000254907"	"antisense"	"RP11-484D2.2"
"ENSG00000255340"	"antisense"	"RP11-484D2.5"
"ENSG00000254577"	"sense_overlapping"	"RP11-484D2.4"
"ENSG00000246250"	"antisense"	"RP11-613D13.5"
"ENSG00000244926"	"antisense"	"ALKBH3-AS1"
"ENSG00000254409"	"sense_overlapping"	"RP11-613D13.4"
"ENSG00000244953"	"lincRNA"	"RP11-613D13.8"
"ENSG00000255165"	"sense_intronic"	"CTD-2609K8.3"
"ENSG00000255451"	"lincRNA"	"RP11-58K22.1"
"ENSG00000254693"	"antisense"	"RP11-58K22.5"
"ENSG00000255092"	"antisense"	"RP11-58K22.4"
"ENSG00000255079"	"lincRNA"	"RP11-45A12.1"
"ENSG00000255032"	"lincRNA"	"RP11-45A12.2"
"ENSG00000254654"	"lincRNA"	"AC068858.1"
"ENSG00000254664"	"antisense"	"CTD-2560E9.3"
"ENSG00000254497"	"antisense"	"CTD-2560E9.5"
"ENSG00000254427"	"lincRNA"	"RP11-430H10.1"
"ENSG00000255267"	"lincRNA"	"RP11-430H10.2"
"ENSG00000255041"	"lincRNA"	"RP11-430H10.4"
"ENSG00000254651"	"lincRNA"	"RP11-430H10.3"
"ENSG00000254746"	"processed_transcript"	"RP11-958J22.1"
"ENSG00000254514"	"lincRNA"	"RP11-958J22.3"
"ENSG00000255091"	"antisense"	"RP11-495O11.1"
"ENSG00000254519"	"lincRNA"	"CTD-2210P24.1"
"ENSG00000255426"	"lincRNA"	"CTD-2210P24.2"
"ENSG00000255226"	"antisense"	"CTD-2210P24.3"
"ENSG00000205106"	"lincRNA"	"DKFZp779M0652"
"ENSG00000255447"	"lincRNA"	"CTD-2210P24.6"
"ENSG00000255498"	"antisense"	"RP11-618K13.2"
"ENSG00000254653"	"lincRNA"	"RP11-702F3.1"
"ENSG00000255314"	"lincRNA"	"RP11-702F3.3"
"ENSG00000255269"	"lincRNA"	"RP11-702F3.4"
"ENSG00000254639"	"lincRNA"	"CTD-2589M5.5"
"ENSG00000255007"	"antisense"	"CTD-2589M5.4"
"ENSG00000247675"	"antisense"	"LRP4-AS1"
"ENSG00000255520"	"antisense"	"RP11-390K5.3"
"ENSG00000270060"	"sense_intronic"	"RP11-390K5.6"
"ENSG00000256897"	"antisense"	"RP11-17G12.2"
"ENSG00000256746"	"antisense"	"RP11-17G12.3"
"ENSG00000255197"	"antisense"	"RP11-750H9.5"
"ENSG00000270072"	"sense_intronic"	"RP11-750H9.7"
"ENSG00000231880"	"antisense"	"RP11-76I23.7"
"ENSG00000254879"	"antisense"	"PTPRJ-AS1"
"ENSG00000254518"	"lincRNA"	"RP11-347H15.4"
"ENSG00000254804"	"lincRNA"	"RP11-674C21.9"
"ENSG00000255433"	"lincRNA"	"AP000479.1"
"ENSG00000254662"	"antisense"	"RP11-872D17.4"
"ENSG00000255301"	"antisense"	"RP11-624G17.3"
"ENSG00000254602"	"sense_overlapping"	"AP000662.4"
"ENSG00000255146"	"lincRNA"	"RP11-659P15.1"
"ENSG00000255299"	"lincRNA"	"RP11-655C2.3"
"ENSG00000269570"	"antisense"	"CMB9-55A18.1"
"ENSG00000280010"	"TEC"	"AP001350.4"
"ENSG00000255523"	"antisense"	"RP11-780O24.2"
"ENSG00000255240"	"antisense"	"RP11-142C4.6"
"ENSG00000245571"	"lincRNA"	"AP001258.4"
"ENSG00000214797"	"lincRNA"	"RP11-1036E20.9"
"ENSG00000255008"	"lincRNA"	"AP000442.4"
"ENSG00000255139"	"antisense"	"AP000442.1"
"ENSG00000255355"	"processed_transcript"	"AP000640.2"
"ENSG00000254477"	"antisense"	"AP000640.10"
"ENSG00000255393"	"lincRNA"	"RP11-736I10.1"
"ENSG00000254952"	"lincRNA"	"AP001257.1"
"ENSG00000181995"	"lincRNA"	"LINC00301"
"ENSG00000255845"	"antisense"	"RP11-804A23.1"
"ENSG00000255959"	"antisense"	"RP11-804A23.2"
"ENSG00000256813"	"antisense"	"RP11-804A23.4"
"ENSG00000257052"	"antisense"	"RP11-881M11.2"
"ENSG00000256944"	"antisense"	"RP11-881M11.1"
"ENSG00000256196"	"antisense"	"RP11-881M11.4"
"ENSG00000256733"	"lincRNA"	"RP11-881M11.8"
"ENSG00000279549"	"TEC"	"AP000437.3"
"ENSG00000256220"	"processed_transcript"	"CTD-2331C18.5"
"ENSG00000279246"	"TEC"	"RP11-286N22.14"
"ENSG00000279632"	"TEC"	"RP11-286N22.6"
"ENSG00000255931"	"lincRNA"	"RP11-286N22.10"
"ENSG00000279878"	"TEC"	"RP11-286N22.16"
"ENSG00000256443"	"lincRNA"	"RP11-794G24.1"
"ENSG00000250230"	"lincRNA"	"RP11-855O10.2"
"ENSG00000255947"	"lincRNA"	"RP11-855O10.3"
"ENSG00000124915"	"lincRNA"	"DKFZP434K028"
"ENSG00000279491"	"TEC"	"RP11-810P12.7"
"ENSG00000255553"	"lincRNA"	"RP11-810P12.5"
"ENSG00000254404"	"antisense"	"RP11-703H8.9"
"ENSG00000255118"	"antisense"	"RP11-703H8.7"
"ENSG00000255126"	"antisense"	"CTD-2531D15.5"
"ENSG00000255446"	"antisense"	"CTD-2531D15.4"
"ENSG00000250659"	"antisense"	"RP11-864I4.3"
"ENSG00000257058"	"antisense"	"RP11-864I4.4"
"ENSG00000254964"	"antisense"	"RP11-831H9.3"
"ENSG00000267811"	"antisense"	"RP11-727F15.11"
"ENSG00000269176"	"antisense"	"RP11-727F15.12"
"ENSG00000269463"	"sense_intronic"	"RP11-727F15.13"
"ENSG00000256690"	"antisense"	"RP11-727F15.9"
"ENSG00000255717"	"processed_transcript"	"SNHG1"
"ENSG00000257002"	"antisense"	"AP000438.2"
"ENSG00000203520"	"antisense"	"RP11-697H9.3"
"ENSG00000256789"	"antisense"	"RP11-697H9.2"
"ENSG00000256824"	"antisense"	"RP11-21A7A.2"
"ENSG00000256481"	"antisense"	"RP11-21A7A.4"
"ENSG00000256341"	"antisense"	"RP11-21A7A.3"
"ENSG00000256116"	"antisense"	"RP11-783K16.14"
"ENSG00000256940"	"antisense"	"RP11-783K16.5"
"ENSG00000257086"	"lincRNA"	"RP11-783K16.13"
"ENSG00000257069"	"processed_transcript"	"RP11-783K16.10"
"ENSG00000236935"	"antisense"	"AP003774.1"
"ENSG00000231680"	"lincRNA"	"AP003774.6"
"ENSG00000231492"	"lincRNA"	"AP003774.5"
"ENSG00000181908"	"lincRNA"	"AP003774.4"
"ENSG00000232500"	"lincRNA"	"AP005273.1"
"ENSG00000237410"	"antisense"	"AP001092.4"
"ENSG00000269038"	"lincRNA"	"AP001462.6"
"ENSG00000229719"	"lincRNA"	"AP001187.9"
"ENSG00000254501"	"antisense"	"AP003068.9"
"ENSG00000255173"	"antisense"	"AP003068.12"
"ENSG00000278952"	"TEC"	"RP11-399J13.2"
"ENSG00000254614"	"antisense"	"AP003068.23"
"ENSG00000255478"	"antisense"	"RP11-867O8.5"
"ENSG00000245532"	"lincRNA"	"NEAT1"
"ENSG00000173727"	"lincRNA"	"CMB9-22P13.1"
"ENSG00000279243"	"lincRNA"	"CMB9-22P13.2"
"ENSG00000251562"	"lincRNA"	"MALAT1"
"ENSG00000270117"	"lincRNA"	"AP000769.7"
"ENSG00000279093"	"TEC"	"RP11-856B14.10"
"ENSG00000260233"	"processed_transcript"	"SSSCA1-AS1"
"ENSG00000255557"	"lincRNA"	"RP11-770G2.2"
"ENSG00000255120"	"antisense"	"OVOL1-AS1"
"ENSG00000255404"	"antisense"	"RP11-770G2.5"
"ENSG00000255038"	"antisense"	"RP11-1167A19.2"
"ENSG00000255320"	"antisense"	"RP11-755F10.1"
"ENSG00000254461"	"antisense"	"RP11-755F10.3"
"ENSG00000254855"	"antisense"	"RP11-867G23.1"
"ENSG00000254762"	"antisense"	"RP11-867G23.2"
"ENSG00000245156"	"lincRNA"	"RP11-867G23.3"
"ENSG00000254452"	"antisense"	"RP11-867G23.4"
"ENSG00000254458"	"antisense"	"RP11-867G23.13"
"ENSG00000254756"	"antisense"	"RP11-867G23.12"
"ENSG00000255468"	"antisense"	"RP11-867G23.8"
"ENSG00000254510"	"processed_transcript"	"RP11-867G23.10"
"ENSG00000255517"	"antisense"	"CTD-3074O7.5"
"ENSG00000250105"	"lincRNA"	"CTD-3074O7.2"
"ENSG00000258297"	"antisense"	"RP11-658F2.8"
"ENSG00000274251"	"lincRNA"	"CTC-1337H24.3"
"ENSG00000275484"	"lincRNA"	"CTC-1337H24.4"
"ENSG00000255949"	"antisense"	"AP003419.16"
"ENSG00000184224"	"lincRNA"	"C11orf72"
"ENSG00000255119"	"antisense"	"RP11-655M14.12"
"ENSG00000255318"	"lincRNA"	"RP11-655M14.13"
"ENSG00000251637"	"lincRNA"	"RP11-119D9.1"
"ENSG00000254610"	"lincRNA"	"RP5-903G2.2"
"ENSG00000255306"	"antisense"	"RP5-901A4.1"
"ENSG00000255031"	"antisense"	"RP11-802E16.3"
"ENSG00000255236"	"antisense"	"CTD-2655K5.1"
"ENSG00000260808"	"lincRNA"	"CTD-2007L18.5"
"ENSG00000250508"	"lincRNA"	"RP11-757G1.6"
"ENSG00000255741"	"antisense"	"RP11-757G1.5"
"ENSG00000261625"	"sense_overlapping"	"RP11-554A11.4"
"ENSG00000261276"	"antisense"	"RP11-554A11.5"
"ENSG00000256508"	"antisense"	"MRGPRF-AS1"
"ENSG00000260895"	"lincRNA"	"RP11-554A11.7"
"ENSG00000261070"	"lincRNA"	"RP11-554A11.8"
"ENSG00000259799"	"antisense"	"RP11-554A11.9"
"ENSG00000260877"	"lincRNA"	"RP11-211G23.2"
"ENSG00000259854"	"lincRNA"	"RP11-211G23.1"
"ENSG00000255980"	"lincRNA"	"AP000439.1"
"ENSG00000255606"	"lincRNA"	"AP000439.2"
"ENSG00000261347"	"lincRNA"	"AP000439.5"
"ENSG00000255774"	"lincRNA"	"AP000439.3"
"ENSG00000260348"	"lincRNA"	"RP11-643C9.1"
"ENSG00000260679"	"lincRNA"	"RP11-643C9.2"
"ENSG00000255191"	"lincRNA"	"RP11-626H12.1"
"ENSG00000254605"	"lincRNA"	"RP11-626H12.2"
"ENSG00000248844"	"lincRNA"	"RP11-626H12.3"
"ENSG00000254417"	"antisense"	"ANO1-AS2"
"ENSG00000255143"	"sense_overlapping"	"RP11-805J14.3"
"ENSG00000254902"	"antisense"	"ANO1-AS1"
"ENSG00000254721"	"antisense"	"RP11-805J14.5"
"ENSG00000254604"	"antisense"	"AP000487.6"
"ENSG00000254484"	"sense_intronic"	"CTA-797E19.1"
"ENSG00000255539"	"antisense"	"CTA-797E19.2"
"ENSG00000254495"	"antisense"	"AP000487.4"
"ENSG00000246889"	"antisense"	"AP000487.5"
"ENSG00000227726"	"sense_intronic"	"AP001271.3"
"ENSG00000279459"	"TEC"	"RP11-826F13.1"
"ENSG00000226627"	"antisense"	"SHANK2-AS1"
"ENSG00000236262"	"antisense"	"SHANK2-AS2"
"ENSG00000280089"	"TEC"	"CMB9-52H4.1"
"ENSG00000171671"	"antisense"	"SHANK2-AS3"
"ENSG00000254682"	"antisense"	"RP11-660L16.2"
"ENSG00000254972"	"lincRNA"	"RP11-167J8.3"
"ENSG00000248671"	"processed_transcript"	"ALG1L9P"
"ENSG00000251143"	"antisense"	"RP11-849H4.4"
"ENSG00000204971"	"antisense"	"RP11-807H22.7"
"ENSG00000255843"	"antisense"	"AP000593.7"
"ENSG00000256739"	"antisense"	"RP11-45F15.1"
"ENSG00000255672"	"antisense"	"RP11-45F15.2"
"ENSG00000256403"	"antisense"	"RP11-7N14.1"
"ENSG00000227467"	"lincRNA"	"LINC01537"
"ENSG00000256633"	"antisense"	"RP11-169D4.2"
"ENSG00000255808"	"antisense"	"RP11-31L22.3"
"ENSG00000256007"	"antisense"	"ARAP1-AS1"
"ENSG00000245148"	"antisense"	"ARAP1-AS2"
"ENSG00000256568"	"lincRNA"	"RP11-800A3.3"
"ENSG00000215841"	"antisense"	"RP11-800A3.2"
"ENSG00000260401"	"sense_overlapping"	"RP11-800A3.4"
"ENSG00000257038"	"antisense"	"RP11-800A3.7"
"ENSG00000256928"	"antisense"	"RP11-809N8.2"
"ENSG00000256448"	"antisense"	"RP11-809N8.4"
"ENSG00000255928"	"antisense"	"RP11-456I15.2"
"ENSG00000256034"	"antisense"	"RP11-707G14.1"
"ENSG00000255847"	"antisense"	"RP11-167N4.2"
"ENSG00000280269"	"TEC"	"AP000577.2"
"ENSG00000246211"	"lincRNA"	"RP11-632K5.3"
"ENSG00000254631"	"antisense"	"RP11-702H23.4"
"ENSG00000255440"	"sense_intronic"	"RP11-632K5.2"
"ENSG00000254928"	"antisense"	"RP11-702H23.6"
"ENSG00000254837"	"lincRNA"	"AP001372.2"
"ENSG00000279353"	"TEC"	"RP11-864N7.4"
"ENSG00000278879"	"TEC"	"AP000560.3"
"ENSG00000255395"	"antisense"	"CTD-2562J17.2"
"ENSG00000255136"	"lincRNA"	"CTD-2562J17.4"
"ENSG00000254429"	"antisense"	"CTD-2562J17.7"
"ENSG00000279117"	"TEC"	"CTD-2562J17.6"
"ENSG00000254963"	"antisense"	"CTD-2562J17.9"
"ENSG00000254460"	"sense_intronic"	"RP11-939C17.4"
"ENSG00000255326"	"antisense"	"CTD-2530H12.4"
"ENSG00000255434"	"sense_intronic"	"CTD-2530H12.8"
"ENSG00000254630"	"sense_intronic"	"CTD-2530H12.7"
"ENSG00000247867"	"antisense"	"CTD-2530H12.1"
"ENSG00000254826"	"sense_intronic"	"CTD-2530H12.2"
"ENSG00000254814"	"antisense"	"RP11-535A19.1"
"ENSG00000255507"	"antisense"	"RP11-535A19.2"
"ENSG00000255081"	"sense_intronic"	"RP11-263C24.1"
"ENSG00000255421"	"antisense"	"CTD-2011F17.2"
"ENSG00000254933"	"antisense"	"RP11-619A14.2"
"ENSG00000255362"	"lincRNA"	"RP11-619A14.3"
"ENSG00000272301"	"lincRNA"	"RP11-111M22.4"
"ENSG00000271757"	"lincRNA"	"RP11-111M22.5"
"ENSG00000255135"	"lincRNA"	"RP11-111M22.3"
"ENSG00000255479"	"lincRNA"	"RP11-672A2.6"
"ENSG00000255363"	"lincRNA"	"RP11-672A2.5"
"ENSG00000254810"	"lincRNA"	"RP11-672A2.4"
"ENSG00000236304"	"antisense"	"AP001189.4"
