probe_id,gsym,biotype
ASHG19A3A007250,RNF121,nonsense_mediated_decay
ASHG19A3A001304,IL18BP,protein_coding
ASHG19A3A046712,IL18BP,protein_coding
ASHG19A3A001303,IL18BP,protein_coding
ASHG19A3A046712,IL18BP,processed_transcript
ASHG19A3A002747,IL18BP,protein_coding
ASHG19A3A001304,IL18BP,nonsense_mediated_decay
ASHG19A3A002746,IL18BP,protein_coding
ASHG19A3A045465,NUMA1,protein_coding
ASHG19A3A045465,AP002490.1,antisense
ASHG19A3A046713,AP002490.1,antisense
ASHG19A3A002802,LRTOMT,protein_coding
ASHG19A3A046717,LRTOMT,protein_coding
ASHG19A3A045467,LRTOMT,protein_coding
ASHG19A3A046716,LRTOMT,protein_coding
ASHG19A3A046715,LRTOMT,nonsense_mediated_decay
ASHG19A3A002802,LRTOMT,retained_intron
ASHG19A3A002801,LRTOMT,protein_coding
ASHG19A3A002802,AP000812.5,nonsense_mediated_decay
ASHG19A3A002803,AP000812.5,nonsense_mediated_decay
ASHG19A3A046717,AP000812.5,nonsense_mediated_decay
ASHG19A3A045467,AP000812.5,nonsense_mediated_decay
ASHG19A3A045466,LAMTOR1,protein_coding
ASHG19A3A046717,AP000812.4,protein_coding
ASHG19A3A045467,ANAPC15,protein_coding
ASHG19A3A045467,ANAPC15,processed_transcript
ASHG19A3A046718,FOLR3,nonsense_mediated_decay
ASHG19A3A046718,FOLR3,protein_coding
ASHG19A3A004920,FOLR1,protein_coding
ASHG19A3A046720,FOLR1,protein_coding
ASHG19A3A046719,FOLR1,protein_coding
ASHG19A3A046721,FOLR2,protein_coding
ASHG19A3A046722,INPPL1,protein_coding
ASHG19A3A045468,PHOX2A,protein_coding
ASHG19A3A045469,AP000593.2,processed_pseudogene
ASHG19A3A046724,AP000593.1,processed_pseudogene
ASHG19A3A045470,CLPB,protein_coding
ASHG19A3A045470,CLPB,processed_transcript
ASHG19A3A045470,CLPB,nonsense_mediated_decay
ASHG19A3A046725,ART2BP,unprocessed_pseudogene
ASHG19A3A046726,ART2P,unprocessed_pseudogene
ASHG19A3A045473,PDE2A,protein_coding
ASHG19A3A004050,PDE2A,protein_coding
ASHG19A3A045472,PDE2A,nonsense_mediated_decay
ASHG19A3A045472,PDE2A,protein_coding
ASHG19A3A002939,PDE2A,protein_coding
ASHG19A3A004050,PDE2A,nonsense_mediated_decay
ASHG19A3A045473,PDE2A,processed_transcript
ASHG19A3A045472,PDE2A,processed_transcript
ASHG19A3A045473,PDE2A,nonsense_mediated_decay
ASHG19A3A045475,ARAP1,protein_coding
ASHG19A3A045474,ARAP1,retained_intron
ASHG19A3A045474,ARAP1,protein_coding
ASHG19A3A002314,ARAP1,protein_coding
ASHG19A3A046728,ARAP1-AS2,antisense
ASHG19A3A046729,RPS12P20,processed_pseudogene
ASHG19A3A045476,STARD10,protein_coding
ASHG19A3A045476,STARD10,processed_transcript
ASHG19A3A045476,STARD10,retained_intron
ASHG19A3A046730,ATG16L2,protein_coding
ASHG19A3A046730,ATG16L2,nonsense_mediated_decay
ASHG19A3A046730,ATG16L2,retained_intron
ASHG19A3A045477,FCHSD2,protein_coding
ASHG19A3A046731,AP002381.1,processed_pseudogene
ASHG19A3L0000402,AP002761.2,lincRNA
ASHG19A3A046732,P2RY2,protein_coding
ASHG19A3A046735,P2RY2,protein_coding
ASHG19A3A046733,P2RY2,protein_coding
ASHG19A3A046736,AP002761.4,sense_overlapping
ASHG19A3A006442,P2RY6,protein_coding
ASHG19A3A006443,P2RY6,protein_coding
ASHG19A3A046738,P2RY6,protein_coding
ASHG19A3A046737,P2RY6,protein_coding
ASHG19A3A046739,ARHGEF17,protein_coding
ASHG19A3A046741,RELT,protein_coding
ASHG19A3A046741,RELT,nonsense_mediated_decay
ASHG19A3A046742,RELT,protein_coding
ASHG19A3A045478,FAM168A,protein_coding
ASHG19A3A046743,PLEKHB1,protein_coding
ASHG19A3A046746,PLEKHB1,protein_coding
ASHG19A3A046744,PLEKHB1,protein_coding
ASHG19A3A046744,PLEKHB1,processed_transcript
ASHG19A3A046745,PLEKHB1,protein_coding
ASHG19A3A045479,RAB6A,protein_coding
ASHG19A3A046747,MRPL48,protein_coding
ASHG19A3A046747,MRPL48,nonsense_mediated_decay
ASHG19A3A045480,RN7SKP243,misc_RNA
ASHG19A3A045482,COA4,protein_coding
ASHG19A3A046748,PAAF1,protein_coding
ASHG19A3A046749,DNAJB13,protein_coding
ASHG19A3A046749,DNAJB13,retained_intron
ASHG19A3A045484,UCP2,protein_coding
ASHG19A3A045484,UCP2,retained_intron
ASHG19A3A045485,UCP3,protein_coding
ASHG19A3A045487,C2CD3,protein_coding
ASHG19A3A045487,C2CD3,nonsense_mediated_decay
ASHG19A3A045487,C2CD3,processed_transcript
ASHG19A3A046750,PPME1,protein_coding
ASHG19A3A045490,P4HA3,nonsense_mediated_decay
ASHG19A3A045490,P4HA3,protein_coding
ASHG19A3A046752,P4HA3-AS1,lincRNA
ASHG19A3A045492,PGM2L1,protein_coding
ASHG19A3A045493,KCNE3,protein_coding
ASHG19A3A045494,LIPT2,protein_coding
ASHG19A3A046753,AP001372.2,bidirectional_promoter_lncRNA
ASHG19A3A046753,POLD3,protein_coding
ASHG19A3A046754,POLD3,protein_coding
ASHG19A3A045495,CHRDL2,protein_coding
ASHG19A3A045495,CHRDL2,nonsense_mediated_decay
ASHG19A3A045496,AP001324.2,processed_pseudogene
ASHG19A3A045497,AP001324.1,processed_pseudogene
ASHG19A3A046756,RNF169,protein_coding
ASHG19A3A045498,XRRA1,protein_coding
ASHG19A3A045498,XRRA1,nonsense_mediated_decay
ASHG19A3A045498,XRRA1,retained_intron
ASHG19A3A045498,XRRA1,processed_transcript
ASHG19A3A046758,AP001992.1,processed_transcript
ASHG19A3A046758,AP001992.1,transcribed_processed_pseudogene
ASHG19A3A046760,SPCS2,protein_coding
ASHG19A3A046762,NEU3,protein_coding
ASHG19A3A046763,NEU3,protein_coding
ASHG19A3A045500,AP003175.1,processed_transcript
ASHG19A3A045499,AP003175.1,processed_transcript
ASHG19A3A045499,OR2AT2P,transcribed_unitary_pseudogene
ASHG19A3A045500,NPM1P50,transcribed_processed_pseudogene
ASHG19A3A045501,OR2AT4,protein_coding
ASHG19A3A004599,SLCO2B1,protein_coding
ASHG19A3A004599,SLCO2B1,retained_intron
ASHG19A3A002774,SLCO2B1,protein_coding
ASHG19A3A046764,SLCO2B1,protein_coding
ASHG19A3A046766,TPBGL,protein_coding
ASHG19A3A045502,AP001972.5,TEC
ASHG19A3A004228,ARRB1,protein_coding
ASHG19A3A046767,ARRB1,protein_coding
ASHG19A3A005136,ARRB1,protein_coding
ASHG19A3A046769,RPS3,protein_coding
ASHG19A3A046769,RPS3,nonsense_mediated_decay
ASHG19A3A045503,KLHL35,protein_coding
ASHG19A3A045503,KLHL35,TEC
ASHG19A3A045504,GDPD5,nonsense_mediated_decay
ASHG19A3A045504,GDPD5,protein_coding
ASHG19A3A045504,GDPD5,retained_intron
ASHG19A3A046770,SERPINH1,protein_coding
ASHG19A3A046770,SERPINH1,nonsense_mediated_decay
ASHG19A3A046771,MAP6,protein_coding
ASHG19A3A045505,MAP6,protein_coding
ASHG19A3A045506,MAP6,protein_coding
ASHG19A3A046772,MOGAT2,protein_coding
ASHG19A3A046772,MOGAT2,nonsense_mediated_decay
ASHG19A3A046772,MOGAT2,TEC
ASHG19A3A045507,AP001922.1,antisense
ASHG19A3A046773,DGAT2,protein_coding
ASHG19A3A046773,DGAT2,retained_intron
ASHG19A3A045508,AP003031.1,antisense
ASHG19A3A046774,UVRAG,protein_coding
ASHG19A3A046774,UVRAG,retained_intron
ASHG19A3A045509,WNT11,protein_coding
ASHG19A3A045511,THAP12,retained_intron
ASHG19A3A045511,THAP12,protein_coding
ASHG19A3A046776,GVQW3,processed_transcript
ASHG19A3A046777,EMSY,retained_intron
ASHG19A3A045513,EMSY,retained_intron
ASHG19A3A046777,EMSY,protein_coding
ASHG19A3A045513,EMSY,protein_coding
ASHG19A3L0000406,AP001189.5,lincRNA
ASHG19A3L0000406,AP001189.6,lincRNA
ASHG19A3A046779,AP001189.1,antisense
ASHG19A3A045515,LRRC32,protein_coding
ASHG19A3A045514,LRRC32,protein_coding
ASHG19A3A045516,GUCY2EP,transcribed_unprocessed_pseudogene
ASHG19A3A045516,GUCY2EP,processed_transcript
ASHG19A3L0000408,AP003119.1,antisense
ASHG19A3A046780,TSKU,protein_coding
ASHG19A3A045517,AP003119.2,antisense
ASHG19A3A046781,AP003119.3,sense_overlapping
ASHG19A3A046782,ACER3,protein_coding
ASHG19A3A046782,ACER3,processed_transcript
ASHG19A3A046782,ACER3,nonsense_mediated_decay
ASHG19A3A046784,B3GNT6,protein_coding
ASHG19A3A046786,CAPN5,protein_coding
ASHG19A3A046785,OMP,protein_coding
ASHG19A3A046788,MYO7A,protein_coding
ASHG19A3A046787,MYO7A,protein_coding
ASHG19A3A001979,MYO7A,protein_coding
ASHG19A3A001979,MYO7A,retained_intron
ASHG19A3A045518,GDPD4,protein_coding
ASHG19A3A045518,GDPD4,retained_intron
ASHG19A3A046789,TOMM20P1,processed_pseudogene
ASHG19A3A004047,PAK1,protein_coding
ASHG19A3A002092,PAK1,protein_coding
ASHG19A3A004047,PAK1,nonsense_mediated_decay
ASHG19A3A004047,PAK1,processed_transcript
ASHG19A3A045520,CLNS1A,protein_coding
ASHG19A3A045520,CLNS1A,retained_intron
ASHG19A3A045520,CLNS1A,nonsense_mediated_decay
ASHG19A3A046790,AQP11,processed_transcript
ASHG19A3A046790,AQP11,protein_coding
ASHG19A3A045522,RSF1,protein_coding
ASHG19A3A045521,RSF1,protein_coding
ASHG19A3A046791,AAMDC,protein_coding
ASHG19A3A046791,AAMDC,nonsense_mediated_decay
ASHG19A3A045524,AP002812.1,processed_pseudogene
ASHG19A3A045525,INTS4,nonsense_mediated_decay
ASHG19A3A045525,INTS4,protein_coding
ASHG19A3A045526,AP003032.2,antisense
ASHG19A3A045526,KCTD14,protein_coding
ASHG19A3A046793,THRSP,protein_coding
ASHG19A3A045527,NDUFC2,protein_coding
ASHG19A3A005341,ALG8,protein_coding
ASHG19A3A005341,ALG8,retained_intron
ASHG19A3A000841,ALG8,protein_coding
ASHG19A3A005341,ALG8,nonsense_mediated_decay
ASHG19A3A046794,KCTD21-AS1,antisense
ASHG19A3A046795,KCTD21-AS1,antisense
ASHG19A3A045528,KCTD21,protein_coding
ASHG19A3A046796,USP35,protein_coding
ASHG19A3A045529,GAB2,protein_coding
ASHG19A3A045530,GAB2,protein_coding
ASHG19A3A045530,GAB2,processed_transcript
ASHG19A3A045530,GAB2,retained_intron
ASHG19A3A045531,AP003086.1,lincRNA
ASHG19A3A045532,NARS2,protein_coding
ASHG19A3A007535,NARS2,protein_coding
ASHG19A3A046797,AP003110.1,antisense
ASHG19A3A001708,TENM4,protein_coding
ASHG19A3A046798,AP002957.1,lincRNA
ASHG19A3A046800,AP001541.1,TEC
ASHG19A3A045534,AP002759.1,lincRNA
ASHG19A3A045536,MIR4300HG,lincRNA
ASHG19A3A009214,RPS28P7,processed_pseudogene
ASHG19A3A046801,RPS28P7,processed_pseudogene
ASHG19A3A045537,FAM181B,protein_coding
ASHG19A3A040458,AP001646.2,processed_pseudogene
ASHG19A3A004360,PRCP,protein_coding
ASHG19A3A045538,PRCP,protein_coding
ASHG19A3A046804,DDIAS,protein_coding
ASHG19A3A046805,DDIAS,protein_coding
ASHG19A3A046804,DDIAS,retained_intron
ASHG19A3A046804,DDIAS,processed_transcript
ASHG19A3A046805,AP000893.1,processed_pseudogene
ASHG19A3A045539,RAB30,protein_coding
ASHG19A3A046806,RAB30,protein_coding
ASHG19A3A046807,RAB30-AS1,lincRNA
ASHG19A3A046808,AP001767.4,TEC
ASHG19A3A046810,PCF11,protein_coding
ASHG19A3A045540,PCF11,protein_coding
ASHG19A3A046810,PCF11,TEC
ASHG19A3A045541,AP000873.2,TEC
ASHG19A3A045542,AP000873.2,lincRNA
ASHG19A3A045540,PCF11-AS1,lincRNA
ASHG19A3A046811,ANKRD42,protein_coding
ASHG19A3A045543,ANKRD42,protein_coding
ASHG19A3A045546,CCDC90B,protein_coding
ASHG19A3A045545,CCDC90B,protein_coding
ASHG19A3A045546,CCDC90B,processed_transcript
ASHG19A3A045546,CCDC90B,nonsense_mediated_decay
ASHG19A3A046812,AP000446.1,antisense
ASHG19A3A045550,DLG2,protein_coding
ASHG19A3A045548,DLG2,protein_coding
ASHG19A3A045551,DLG2,protein_coding
ASHG19A3A045549,DLG2,protein_coding
ASHG19A3A045550,DLG2,retained_intron
ASHG19A3A045548,DLG2,retained_intron
ASHG19A3A045549,DLG2,nonsense_mediated_decay
ASHG19A3A046813,AP000852.1,processed_pseudogene
ASHG19A3A046816,TMEM126B,protein_coding
ASHG19A3A046816,TMEM126B,nonsense_mediated_decay
ASHG19A3A046817,TMEM126A,nonsense_mediated_decay
ASHG19A3A046817,TMEM126A,protein_coding
ASHG19A3A046817,TMEM126A,retained_intron
ASHG19A3A045553,CREBZF,nonsense_mediated_decay
ASHG19A3A046818,CREBZF,nonsense_mediated_decay
ASHG19A3A045553,CREBZF,retained_intron
ASHG19A3A007610,CREBZF,retained_intron
ASHG19A3A007608,CREBZF,nonsense_mediated_decay
ASHG19A3A007610,CREBZF,nonsense_mediated_decay
ASHG19A3A007610,CREBZF,processed_transcript
ASHG19A3A007610,CREBZF,protein_coding
ASHG19A3A007609,CREBZF,nonsense_mediated_decay
ASHG19A3A045553,CREBZF,protein_coding
ASHG19A3A045552,CREBZF,protein_coding
ASHG19A3A046818,CREBZF,protein_coding
ASHG19A3A046818,CREBZF,retained_intron
ASHG19A3A045558,SYTL2,protein_coding
ASHG19A3A007012,SYTL2,protein_coding
ASHG19A3A045559,SYTL2,protein_coding
ASHG19A3A005556,SYTL2,protein_coding
ASHG19A3A005556,SYTL2,nonsense_mediated_decay
ASHG19A3A045556,SYTL2,protein_coding
ASHG19A3A007012,SYTL2,retained_intron
ASHG19A3A007013,SYTL2,protein_coding
ASHG19A3A007014,SYTL2,protein_coding
ASHG19A3A045557,SYTL2,protein_coding
ASHG19A3A045558,SYTL2,retained_intron
ASHG19A3A045560,AP000974.1,TEC
ASHG19A3A046819,CCDC83,protein_coding
ASHG19A3A045561,PICALM,protein_coding
ASHG19A3A004189,EED,protein_coding
ASHG19A3A046823,EED,protein_coding
ASHG19A3A004189,EED,retained_intron
ASHG19A3A046823,MIR6755,miRNA
ASHG19A3A045562,AP003084.1,processed_pseudogene
ASHG19A3A004895,HIKESHI,protein_coding
ASHG19A3A046826,HIKESHI,protein_coding
ASHG19A3A007353,HIKESHI,protein_coding
ASHG19A3A007353,HIKESHI,processed_transcript
ASHG19A3A004895,HIKESHI,nonsense_mediated_decay
ASHG19A3A046826,HIKESHI,nonsense_mediated_decay
ASHG19A3A046825,HIKESHI,processed_transcript
ASHG19A3A046826,HIKESHI,processed_transcript
ASHG19A3A007353,HIKESHI,retained_intron
ASHG19A3A005229,CCDC81,protein_coding
ASHG19A3A046827,CCDC81,protein_coding
ASHG19A3A045563,ME3,protein_coding
ASHG19A3A045564,ME3,protein_coding
ASHG19A3A045564,ME3,nonsense_mediated_decay
ASHG19A3A004534,ME3,protein_coding
ASHG19A3A046828,PRSS23,protein_coding
ASHG19A3A046829,PRSS23,retained_intron
ASHG19A3A045565,OR7E13P,unprocessed_pseudogene
ASHG19A3A045566,AP001528.3,TEC
ASHG19A3A045567,FZD4,protein_coding
ASHG19A3A046830,AP001528.1,lincRNA
ASHG19A3A003494,TMEM135,protein_coding
ASHG19A3A003494,TMEM135,retained_intron
ASHG19A3A046833,TMEM135,retained_intron
ASHG19A3A046833,TMEM135,protein_coding
ASHG19A3A045568,AP001102.1,processed_pseudogene
ASHG19A3A046835,AP000756.2,TEC
ASHG19A3A045570,RAB38,protein_coding
ASHG19A3A045571,CTSC,protein_coding
ASHG19A3A045571,CTSC,retained_intron
ASHG19A3A045572,CTSC,protein_coding
ASHG19A3A045572,CTSC,processed_transcript
ASHG19A3A045573,GAPDHP70,processed_pseudogene
ASHG19A3A045574,GRM5-AS1,antisense
ASHG19A3A045576,GRM5,protein_coding
ASHG19A3A046366,GRM5,protein_coding
ASHG19A3A045574,GRM5,protein_coding
ASHG19A3A045575,GRM5,protein_coding
ASHG19A3A046837,TYR,protein_coding
ASHG19A3A046837,TYR,processed_transcript
ASHG19A3A045577,CBX3P7,processed_pseudogene
ASHG19A3A007382,NOX4,protein_coding
ASHG19A3A002637,NOX4,protein_coding
ASHG19A3A045580,NOX4,protein_coding
ASHG19A3A007382,NOX4,nonsense_mediated_decay
ASHG19A3A046838,FOLH1B,transcribed_unprocessed_pseudogene
ASHG19A3A046839,FOLH1B,transcribed_unprocessed_pseudogene
ASHG19A3A046839,FOLH1B,retained_intron
ASHG19A3A046841,TRIM77,protein_coding
ASHG19A3A046847,UBTFL2,processed_pseudogene
ASHG19A3A045581,TRIM49,protein_coding
ASHG19A3A046843,TRIM53BP,unprocessed_pseudogene
ASHG19A3A046845,TRIM64B,protein_coding
ASHG19A3A046844,TRIM49D1,protein_coding
ASHG19A3A046844,TRIM49D2,protein_coding
ASHG19A3A046845,TRIM64,protein_coding
ASHG19A3A046842,AP004607.6,unprocessed_pseudogene
ASHG19A3A046847,UBTFL1,protein_coding
ASHG19A3A020034,NAALAD2,protein_coding
ASHG19A3A046848,NAALAD2,protein_coding
ASHG19A3A020034,NAALAD2,nonsense_mediated_decay
ASHG19A3A046848,NAALAD2,nonsense_mediated_decay
ASHG19A3A020034,NAALAD2,retained_intron
ASHG19A3A046848,NAALAD2,retained_intron
ASHG19A3A046849,AP000648.3,TEC
ASHG19A3A045583,AP000648.3,TEC
ASHG19A3A004624,CHORDC1,protein_coding
ASHG19A3A004624,CHORDC1,retained_intron
ASHG19A3A002682,CHORDC1,protein_coding
ASHG19A3A004624,CHORDC1,nonsense_mediated_decay
ASHG19A3A046850,AP002364.1,TEC
ASHG19A3A046851,DISC1FP1,retained_intron
ASHG19A3A046852,RPL7AP57,processed_pseudogene
ASHG19A3A045584,NDUFB11P1,processed_pseudogene
ASHG19A3A046853,FAT3,protein_coding
ASHG19A3A046853,FAT3,processed_transcript
ASHG19A3A045585,PGAM1P9,processed_pseudogene
ASHG19A3A046856,MTNR1B,protein_coding
ASHG19A3A045587,RPL26P31,processed_pseudogene
ASHG19A3A045589,SLC36A4,protein_coding
ASHG19A3A046857,SLC36A4,protein_coding
ASHG19A3A045588,SLC36A4,protein_coding
ASHG19A3A045589,SLC36A4,nonsense_mediated_decay
ASHG19A3A045589,SLC36A4,retained_intron
ASHG19A3A045590,AP003969.2,TEC
ASHG19A3A046858,DEUP1,non_stop_decay
ASHG19A3A046858,DEUP1,protein_coding
ASHG19A3A046858,DEUP1,nonsense_mediated_decay
ASHG19A3A045591,SMCO4,protein_coding
ASHG19A3A046860,SRP14P2,processed_pseudogene
ASHG19A3A046861,CEP295,protein_coding
ASHG19A3A046863,SCARNA9,antisense
ASHG19A3A046863,RF00493,snoRNA
ASHG19A3A045592,AP001273.1,TEC
ASHG19A3A045594,TAF1D,nonsense_mediated_decay
ASHG19A3A045593,TAF1D,nonsense_mediated_decay
ASHG19A3A045593,TAF1D,retained_intron
ASHG19A3A045593,TAF1D,processed_transcript
ASHG19A3A045594,TAF1D,protein_coding
ASHG19A3A045594,TAF1D,processed_transcript
ASHG19A3A045594,TAF1D,retained_intron
ASHG19A3A046866,C11orf54,protein_coding
ASHG19A3A046866,AP001273.2,protein_coding
ASHG19A3A046868,AP001273.2,protein_coding
ASHG19A3A046868,MED17,retained_intron
ASHG19A3A046868,MED17,protein_coding
ASHG19A3A045595,MED17,protein_coding
ASHG19A3A046868,MED17,nonsense_mediated_decay
ASHG19A3A045595,MED17,nonsense_mediated_decay
ASHG19A3A045595,MED17,retained_intron
ASHG19A3A045596,VSTM5,protein_coding
ASHG19A3A045596,VSTM5,retained_intron
ASHG19A3A046870,HEPHL1,protein_coding
ASHG19A3A046871,PANX1,protein_coding
ASHG19A3A046872,IZUMO1R,protein_coding
ASHG19A3A045600,GPR83,protein_coding
ASHG19A3A045601,MRE11,protein_coding
ASHG19A3A045602,MRE11,protein_coding
ASHG19A3A045601,MRE11,retained_intron
ASHG19A3A045602,MRE11,processed_transcript
ASHG19A3A045602,ANKRD49,protein_coding
ASHG19A3A046874,ANKRD49,protein_coding
ASHG19A3A046874,ANKRD49,processed_transcript
ASHG19A3A046875,FUT4,protein_coding
ASHG19A3A046876,PIWIL4,nonsense_mediated_decay
ASHG19A3A046876,PIWIL4,protein_coding
ASHG19A3A046877,AMOTL1,protein_coding
ASHG19A3A046879,KDM4D,protein_coding
ASHG19A3A046880,KDM4E,protein_coding
ASHG19A3A046881,SRSF8,protein_coding
ASHG19A3A046883,AP000787.1,antisense
ASHG19A3A045607,SESN3,protein_coding
ASHG19A3A045606,SESN3,protein_coding
ASHG19A3L0000426,AP000820.1,lincRNA
ASHG19A3A045608,FAM76B,protein_coding
ASHG19A3A045608,FAM76B,nonsense_mediated_decay
ASHG19A3A045608,FAM76B,retained_intron
ASHG19A3A004752,CEP57,protein_coding
ASHG19A3A004752,CEP57,nonsense_mediated_decay
ASHG19A3A004873,MTMR2,protein_coding
ASHG19A3A006902,MTMR2,protein_coding
ASHG19A3A045613,MTMR2,protein_coding
ASHG19A3A045612,MTMR2,protein_coding
ASHG19A3A006902,MTMR2,processed_transcript
ASHG19A3A045613,MTMR2,processed_transcript
ASHG19A3A045612,MTMR2,processed_transcript
ASHG19A3A046885,AP000870.1,processed_pseudogene
ASHG19A3A045614,MAML2,protein_coding
ASHG19A3A045616,CCDC82,protein_coding
ASHG19A3A045616,CCDC82,retained_intron
ASHG19A3L0000428,AP003730.2,lincRNA
ASHG19A3A046888,CNTN5,retained_intron
ASHG19A3A046888,CNTN5,protein_coding
ASHG19A3A006425,CNTN5,protein_coding
ASHG19A3A045618,AP001351.1,antisense
ASHG19A3A046890,ARHGAP42,protein_coding
ASHG19A3A046891,ARHGAP42,protein_coding
ASHG19A3A046890,ARHGAP42,nonsense_mediated_decay
ASHG19A3A046892,PGR,protein_coding
ASHG19A3A045619,PGR,protein_coding
ASHG19A3A045619,PGR,nonsense_mediated_decay
ASHG19A3A046892,PGR-AS1,antisense
ASHG19A3A045621,TRPC6,protein_coding
ASHG19A3A045622,ANGPTL5,protein_coding
ASHG19A3A046893,CEP126,protein_coding
ASHG19A3A045623,CEP126,protein_coding
ASHG19A3A046893,CEP126,nonsense_mediated_decay
ASHG19A3A046894,CFAP300,protein_coding
ASHG19A3A046894,CFAP300,retained_intron
ASHG19A3A046895,AP001527.1,lincRNA
ASHG19A3A004467,YAP1,protein_coding
ASHG19A3A046896,YAP1,protein_coding
ASHG19A3A046896,YAP1,retained_intron
ASHG19A3A046897,AP000942.1,processed_pseudogene
ASHG19A3A006662,BIRC3,protein_coding
ASHG19A3A045624,BIRC3,protein_coding
ASHG19A3A046898,BIRC3,protein_coding
ASHG19A3A046899,BIRC2,protein_coding
ASHG19A3A046899,BIRC2,processed_transcript
ASHG19A3A046899,BIRC2,nonsense_mediated_decay
ASHG19A3A045625,TMEM123,protein_coding
ASHG19A3A046900,TMEM123,protein_coding
ASHG19A3A045625,TMEM123,retained_intron
ASHG19A3A045626,MMP7,protein_coding
ASHG19A3A045626,MMP7,retained_intron
ASHG19A3A045627,MMP20,protein_coding
ASHG19A3A045628,MMP27,protein_coding
ASHG19A3A045629,MMP8,protein_coding
ASHG19A3A045629,MMP8,nonsense_mediated_decay
ASHG19A3A046901,WTAPP1,processed_transcript
ASHG19A3A045630,AP000619.1,transcribed_unprocessed_pseudogene
ASHG19A3A045630,AP000619.1,processed_transcript
ASHG19A3A045631,MMP10,protein_coding
ASHG19A3A045632,MMP1,protein_coding
ASHG19A3A045633,MMP3,protein_coding
ASHG19A3A045633,MMP3,nonsense_mediated_decay
ASHG19A3A045634,MMP12,protein_coding
ASHG19A3A045635,MMP13,protein_coding
ASHG19A3A046902,AP001486.1,processed_pseudogene
ASHG19A3A046903,AP001486.2,sense_overlapping
ASHG19A3A045636,DCUN1D5,protein_coding
ASHG19A3A045636,DCUN1D5,nonsense_mediated_decay
ASHG19A3A046904,DYNC2H1,protein_coding
ASHG19A3A046904,DYNC2H1,nonsense_mediated_decay
ASHG19A3A045638,PDGFD,protein_coding
ASHG19A3A046906,DDI1,protein_coding
ASHG19A3A045640,CASP12,polymorphic_pseudogene
ASHG19A3A045640,CASP12,protein_coding
ASHG19A3A055100,CASP12,nonsense_mediated_decay
ASHG19A3A055100,CASP12,polymorphic_pseudogene
ASHG19A3A045642,CASP17P,processed_transcript
ASHG19A3A045642,CASP17P,transcribed_unprocessed_pseudogene
ASHG19A3A045644,CASP4,protein_coding
ASHG19A3A045643,CASP4,protein_coding
ASHG19A3A045644,CASP4,retained_intron
ASHG19A3A045644,CASP4,processed_transcript
ASHG19A3A002393,CASP5,protein_coding
ASHG19A3A002395,CASP5,protein_coding
ASHG19A3A002396,CASP5,protein_coding
ASHG19A3A007275,CASP5,nonsense_mediated_decay
ASHG19A3A005626,CASP1,protein_coding
ASHG19A3A003879,CASP1,protein_coding
ASHG19A3A045645,CASP1,protein_coding
ASHG19A3A005627,CASP1,protein_coding
ASHG19A3A005628,CASP1,protein_coding
ASHG19A3A045645,CASP1,retained_intron
ASHG19A3A003879,CASP1,retained_intron
ASHG19A3A001039,CARD16,protein_coding
ASHG19A3A045646,CARD16,protein_coding
ASHG19A3A045647,CARD17,processed_transcript
ASHG19A3A045647,CARD17,protein_coding
ASHG19A3A045647,CARD17,transcribed_unprocessed_pseudogene
ASHG19A3A045648,CARD18,protein_coding
ASHG19A3A046908,GRIA4,protein_coding
ASHG19A3A046909,GRIA4,protein_coding
ASHG19A3A046910,GRIA4,protein_coding
ASHG19A3A046907,GRIA4,retained_intron
ASHG19A3A046907,GRIA4,protein_coding
ASHG19A3A046909,GRIA4,nonsense_mediated_decay
ASHG19A3A046910,GRIA4,processed_transcript
ASHG19A3A045650,MSANTD4,protein_coding
ASHG19A3A006136,KBTBD3,protein_coding
ASHG19A3A045651,KBTBD3,protein_coding
ASHG19A3A045651,KBTBD3,retained_intron
ASHG19A3A046912,AASDHPPT,protein_coding
ASHG19A3A046912,AASDHPPT,nonsense_mediated_decay
ASHG19A3A046912,AASDHPPT,retained_intron
ASHG19A3A046913,AP002001.1,processed_transcript
ASHG19A3A045654,GUCY1A2,protein_coding
ASHG19A3A045653,GUCY1A2,protein_coding
ASHG19A3A045652,GUCY1A2,protein_coding
ASHG19A3A046914,AP000766.1,lincRNA
ASHG19A3A045655,AP000766.1,lincRNA
ASHG19A3A045656,CWF19L2,protein_coding
ASHG19A3A045656,CWF19L2,nonsense_mediated_decay
ASHG19A3A045657,ALKBH8,protein_coding
ASHG19A3A046916,ELMOD1,protein_coding
ASHG19A3A046916,ELMOD1,processed_transcript
ASHG19A3A046915,ELMOD1,processed_transcript
ASHG19A3A045658,SLN,protein_coding
ASHG19A3A045659,SLC35F2,protein_coding
ASHG19A3A046917,AP001024.1,processed_pseudogene
ASHG19A3A046918,RAB39A,protein_coding
ASHG19A3A046919,CUL5,protein_coding
ASHG19A3A046919,CUL5,nonsense_mediated_decay
ASHG19A3A046920,ACAT1,protein_coding
ASHG19A3A046920,ACAT1,retained_intron
ASHG19A3A046920,ACAT1,nonsense_mediated_decay
ASHG19A3A046920,ACAT1,processed_transcript
ASHG19A3A045660,NPAT,protein_coding
ASHG19A3A045660,NPAT,processed_transcript
ASHG19A3A046922,ATM,protein_coding
ASHG19A3A046923,ATM,retained_intron
ASHG19A3A045662,C11orf65,protein_coding
